"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35342,44796,40636,50179
"Dungeness_Kept","Expected_Catch",56342,83825,71002,102844
"Dungeness_Kept","Predictive_Catch",NA,83856,71021,102802
