"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.17716187924702,1.37593270555605,3.11994168149259,5.16416269714653,1032,1.0053
"mu_mu_C[1]",-0.196144978538899,-2.5756547804243,-0.121034435999756,1.76144052026095,4662,1.0006
"sigma_eps_E",0.586758097145745,0.502109436008128,0.587136113032996,0.679819255012297,2221,1.0013
"sigma_eps_C",0.247599100040942,0.144802761463929,0.243200859111553,0.367539633107487,540,1.011
"phi_E",0.482133410066586,0.264609089191793,0.487860278375134,0.650336741593107,349,1.0162
"phi_C",0.810116969062197,0.60828546273536,0.826547904040504,0.938481232715815,255,1.0203
"sigma_r_E",0.235420821493327,0.196622019191207,0.235052077579137,0.278651845582412,3373,1.001
"sigma_r_C",1.03031137402553,0.964236149802296,1.03026411235492,1.0977843179958,8650,1
"r_E",18.4716554302287,12.8788223420098,18.0997181321532,25.8663825842477,3255,1.0012
"r_C",0.94504651397846,0.829785716709172,0.942112694629549,1.07555638159348,8352,1.0001
"sigma_mu_E",1.29382317395966,0.0311542414067435,0.716791005493245,8.10589529698802,65,1.0622
"sigma_mu_C",1.19448429729055,0.0303601480252218,0.739291475741964,5.20504288374214,4090,1.0033
"sigma_IE",1.07218034239633,0.643168885326721,1.0424892954137,1.68034014704333,874,1.0053
"R_G",1.27798052403532,1.243072214941,1.27808746276041,1.31369131782607,6378,1.0007
"R_G_boat",4.51342595714892,1.53408921283635,3.9220057323534,10.6403499056591,5842,1.0016
"B1",0.508555150974732,0.283443687824793,0.50517198434664,0.732771012627706,2320,1.0023
"B2",0.533041241998395,-0.0574780450666966,0.536217628373863,1.1068611073652,2208,1.0013
"B1_C",-0.324378804233124,-0.500774136280118,-0.32427224103236,-0.145196976591667,6440,1.0018
