"fit","ar_resolution","divergences","divergence_fraction","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","B1_C_rhat","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact","pass_convergence","method_selected"
"shore_ring_net_only_Dungeness_Kept","daily",122,0.0203,0,0.9997,0.9996,6022,6120,0.9998,0.002,8e-04,0.0022,0.0082,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"shore_all_gear_Dungeness_Kept","daily",685,0.0685,0,1.0182,1.0299,238,145,1.0018,0.0198,0.0187,0.0653,0.0525,FALSE,FALSE,FALSE,TRUE,FALSE,"PE (convergence fail)"
"private_boat_ring_net_only_Dungeness_Kept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,"PE (insufficient data)"
"private_boat_all_gear_Dungeness_Kept","monthly",100,0.01,0,1.0001,1.0007,8041,10956,1.0002,7e-04,9e-04,0.0154,0.0095,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
