"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-09-16","2024-09-16",1,0,0,0,0,0,0,0,FALSE,1.32604355203334,0.558667688447854
2,"2024-09-17","2024-09-17",1,1,1,1,1,1,4,0,TRUE,0.990504465706056,0.509241689741721
3,"2024-09-18","2024-09-18",1,1,1,1,1,1,4,0,TRUE,0.983926026211329,0.522100780347361
4,"2024-09-19","2024-09-19",1,1,1,1,1,1,3,0,TRUE,1.06338228555222,0.520649720464184
5,"2024-09-20","2024-09-20",1,1,1,1,1,1,7,0,TRUE,0.982976966670121,0.48876267638295
6,"2024-09-21","2024-09-21",1,1,1,1,1,1,22,0,TRUE,0.964795734229898,0.43246529178136
7,"2024-09-22","2024-09-22",1,0,0,0,0,0,0,0,FALSE,1.27659186714274,0.517666400119967
8,"2024-09-23","2024-09-23",1,0,0,0,0,0,0,0,FALSE,1.32719839403563,0.533446588350511
9,"2024-09-24","2024-09-24",1,1,1,1,1,1,11,0,TRUE,1.05405622811343,0.466402570594526
10,"2024-09-25","2024-09-25",1,1,1,1,1,1,7,0,TRUE,1.15388474085977,0.479996004407537
11,"2024-09-26","2024-09-26",1,0,0,0,0,0,0,0,FALSE,1.31226707074826,0.541930282623429
12,"2024-09-27","2024-09-27",1,1,1,1,1,1,12,0,TRUE,0.993894913141847,0.463012776377988
13,"2024-09-28","2024-09-28",1,1,1,1,1,1,36,0,TRUE,1.12753268337914,0.388672207446931
14,"2024-09-29","2024-09-29",1,0,0,0,0,0,0,0,FALSE,1.35506854048657,0.540796639033103
15,"2024-09-30","2024-09-30",1,0,0,0,0,0,0,0,FALSE,1.32734858910474,0.5320323900416
16,"2024-10-01","2024-10-01",1,1,1,1,1,1,11,0,TRUE,0.962241139859744,0.469884178934058
17,"2024-10-02","2024-10-02",1,0,0,0,0,0,0,0,FALSE,1.3372977628827,0.534773710176239
18,"2024-10-03","2024-10-03",1,1,1,1,1,1,14,0,TRUE,0.985191302677996,0.445142240857705
19,"2024-10-04","2024-10-04",1,1,1,1,1,1,6,0,TRUE,1.00339132759321,0.474153008294824
20,"2024-10-05","2024-10-05",1,1,1,1,1,1,20,0,TRUE,1.05997763150051,0.421900930088327
21,"2024-10-06","2024-10-06",1,0,0,0,0,0,0,0,FALSE,1.30500824641559,0.534550314494663
22,"2024-10-07","2024-10-07",1,0,0,0,0,0,0,0,FALSE,1.3010052429393,0.55805342800783
23,"2024-10-08","2024-10-08",1,1,1,1,1,1,6,0,TRUE,0.939871441469818,0.53508609873453
24,"2024-10-09","2024-10-09",1,1,1,1,1,1,7,0,TRUE,0.917837235176092,0.507816942833586
25,"2024-10-10","2024-10-10",1,0,0,0,0,0,0,0,FALSE,1.32276847076613,0.565649315873803
26,"2024-10-11","2024-10-11",1,1,1,1,1,1,4,0,TRUE,1.27937105749299,0.505326703467188
27,"2024-10-12","2024-10-12",1,1,1,1,1,1,12,0,TRUE,1.00616614480723,0.467758866493914
28,"2024-10-13","2024-10-13",1,1,1,1,1,1,8,0,TRUE,1.04530298676787,0.486271273451124
29,"2024-10-14","2024-10-14",1,0,0,0,0,0,0,0,FALSE,1.28278253145338,0.51926047882882
30,"2024-10-15","2024-10-15",1,1,1,1,1,1,13,0,TRUE,0.936042279618054,0.459680673777387
31,"2024-10-16","2024-10-16",1,1,1,1,1,1,15,0,TRUE,0.952836606422129,0.463428585579196
32,"2024-10-17","2024-10-17",1,1,1,1,1,1,20,0,TRUE,0.985095840652877,0.455802982995227
33,"2024-10-18","2024-10-18",1,1,1,1,1,1,22,0,TRUE,0.944773952236134,0.429978548661124
34,"2024-10-19","2024-10-19",1,1,1,1,1,1,18,0,TRUE,1.0111145935603,0.503041005282051
35,"2024-10-20","2024-10-20",1,0,0,0,0,0,0,0,FALSE,1.23417084832982,0.603331599842977
36,"2024-10-21","2024-10-21",1,1,1,1,1,1,15,0,TRUE,0.946428859314798,0.526017937708326
37,"2024-10-22","2024-10-22",1,1,1,1,1,1,8,0,TRUE,0.921692107253559,0.496555916212686
38,"2024-10-23","2024-10-23",1,1,1,1,1,1,4,0,TRUE,0.964624183127307,0.512737423234991
39,"2024-10-24","2024-10-24",1,1,1,1,1,1,7,0,TRUE,0.942758025980052,0.50095332973121
40,"2024-10-25","2024-10-25",1,1,1,1,1,1,1,0,TRUE,1.40071206623437,0.522542196243564
41,"2024-10-26","2024-10-26",1,1,1,1,1,1,12,0,TRUE,1.01859129465394,0.460302498084724
42,"2024-10-27","2024-10-27",1,1,1,1,1,1,5,0,TRUE,1.15855238487107,0.494464933295569
43,"2024-10-28","2024-10-28",1,0,0,0,0,0,0,0,FALSE,1.4061589326217,0.541461246232555
44,"2024-10-29","2024-10-29",1,0,0,0,0,0,0,0,FALSE,1.41955449245782,0.545506099831284
45,"2024-10-30","2024-10-30",1,1,1,1,1,1,3,0,TRUE,1.04456095345316,0.536978299348637
46,"2024-10-31","2024-10-31",1,1,1,1,1,1,2,0,TRUE,1.17508390916158,0.523583950424581
47,"2024-11-01","2024-11-01",1,1,1,1,1,1,12,0,TRUE,0.961844392598863,0.468335984452769
48,"2024-11-02","2024-11-02",1,1,1,1,1,1,30,0,TRUE,1.15654074003865,0.433001539229768
49,"2024-11-03","2024-11-03",1,0,0,0,0,0,0,0,FALSE,1.25049524932985,0.531611425103175
50,"2024-11-04","2024-11-04",1,0,0,0,0,0,0,0,FALSE,1.34275869660273,0.556181438852018
51,"2024-11-05","2024-11-05",1,1,1,1,1,1,3,0,TRUE,1.38558286407158,0.53553023615785
52,"2024-11-06","2024-11-06",1,1,1,1,1,1,6,0,TRUE,1.07969200354624,0.492409126257897
53,"2024-11-07","2024-11-07",1,1,1,1,1,1,5,0,TRUE,0.946698639368082,0.486174902876022
54,"2024-11-08","2024-11-08",1,1,1,1,1,1,14,0,TRUE,0.930241495329288,0.455296363784277
55,"2024-11-09","2024-11-09",1,1,1,1,1,1,18,0,TRUE,1.07460187641721,0.439398004902742
56,"2024-11-10","2024-11-10",1,0,0,0,0,0,0,0,FALSE,1.32934513045332,0.565073174684522
57,"2024-11-11","2024-11-11",1,0,0,0,0,0,0,0,FALSE,1.38498932712507,0.528827051716149
58,"2024-11-12","2024-11-12",1,0,0,0,0,0,0,0,FALSE,1.36656085394744,0.536376982424172
59,"2024-11-13","2024-11-13",1,1,1,1,1,1,8,0,TRUE,0.953068050848658,0.491872649120494
60,"2024-11-14","2024-11-14",1,1,1,1,1,1,15,0,TRUE,0.959205292955118,0.500116089228925
61,"2024-11-15","2024-11-15",1,1,1,1,1,1,25,0,TRUE,0.975884683021218,0.481722315166095
62,"2024-11-16","2024-11-16",1,1,1,1,1,1,30,0,TRUE,1.00129271802445,0.43720434007619
63,"2024-11-17","2024-11-17",1,0,0,0,0,0,0,0,FALSE,1.3269277293937,0.552342518567491
64,"2024-11-18","2024-11-18",1,0,0,0,0,0,0,0,FALSE,1.3982221217902,0.577163355219571
65,"2024-11-19","2024-11-19",1,1,1,1,1,1,8,0,TRUE,1.31028364074447,0.574607678229552
66,"2024-11-20","2024-11-20",1,1,0,1,0,1,0,0,TRUE,2.10696444684057,0.582015280434659
67,"2024-11-21","2024-11-21",1,1,1,1,1,1,5,0,TRUE,1.37592882611059,0.509890447170348
68,"2024-11-22","2024-11-22",1,1,1,1,1,1,2,0,TRUE,1.70868561911639,0.505779899675418
69,"2024-11-23","2024-11-23",1,1,1,1,1,1,9,0,TRUE,1.18412199790971,0.485695212266977
70,"2024-11-24","2024-11-24",1,0,0,0,0,0,0,0,FALSE,1.3738405942562,0.547772913963833
71,"2024-11-25","2024-11-25",1,0,0,0,0,0,0,0,FALSE,1.27066366407361,0.572663691361832
72,"2024-11-26","2024-11-26",1,1,1,1,1,1,9,0,TRUE,0.929531872461393,0.510801078044116
