"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35342,38483,35432,42688
"Dungeness_Kept","Expected_Catch",71157,78256,66011,97180
"Dungeness_Kept","Predictive_Catch",NA,78226,65979,97159
