"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.01912705118637,0.820497458842079
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,2.12973860194744,1.05529442630382
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.19885344308195,0.937177928610985
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.34270806403319,0.953498056935669
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.17200429802946,0.977567739085636
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,1.09613875626803,0.930008711625652
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.12577109681506,1.09235697600376
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,2.28493930885698,1.25986212355424
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,2.33748962602227,1.25508794945499
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.13768909921008,1.08891752172345
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.15180062257577,0.99820162807784
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,1.05299323697217,0.880225506618227
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.12875804944023,0.920664047295459
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.09022116294005,0.973888919700724
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.09727811388121,1.21120035172571
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,2.30561745215514,1.30510326937612
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,2.35654445902859,1.23945120791084
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.10776731887363,1.0668837915985
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,2.15916422382389,1.1566630031785
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.14418339146286,1.00364120017137
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.17316075260777,1.16858755402148
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.1808337013814,1.09809329020832
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.07289914858535,1.0225053332619
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.29198248748575,1.04810489566279
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,2.13593262117632,1.17634118286937
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,1.08267828297168,1.0344769450345
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,1.03174399536707,0.86468516028213
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,12,0,TRUE,1.03251091280109,0.978776400726982
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,2.32110176735349,1.21597115008735
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,2.36548066551081,1.15592140778058
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,38,0,TRUE,1.38471743635036,0.974560375743244
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,15,0,TRUE,1.39302380151013,1.02129662565547
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,10,0,TRUE,1.12582257638516,0.995675908404531
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,10,0,TRUE,1.03682786515433,0.987359748362856
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,8,0,TRUE,1.07139596993401,1.11155048014819
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,2.31293513490441,1.28634162087191
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,2.34716102372827,1.38680095947099
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,1.17694012348607,1.26524100111907
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,1.0859486182389,1.2259840219336
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,4,0,TRUE,1.03779074723047,1.13874224544609
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,12,0,TRUE,1.10671572921326,0.93498846398156
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,57,0,TRUE,0.943127567010176,0.770217405285897
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,2.34512878834485,1.10998454866042
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,2.33325867095694,1.17647633692026
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,15,0,TRUE,1.04352099153657,0.996709642458026
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,2.18410979122228,1.19225228266155
47,"2025-01-16","2025-01-16",1,1,1,1,1,1,3,0,TRUE,1.21281947378187,1.11842064787168
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,11,0,TRUE,1.03712831043492,0.997754605705273
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,17,0,TRUE,1.00623099298878,0.964386777415099
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,2.32296766143818,1.2258444286514
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,2.2942879071432,1.32363565386053
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,2,0,TRUE,1.23730536798373,1.26660186760124
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,7,1,TRUE,1.26966677743604,1.20312816372638
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,6,0,TRUE,1.17819480098796,1.22935715061221
55,"2025-01-24","2025-01-24",1,1,0,1,0,1,0,0,TRUE,1.30597452586563,1.22675666057256
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,16,0,TRUE,1.03405163627574,1.0411551445293
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,2.35213582840079,1.25343559151789
58,"2025-01-27","2025-01-27",1,0,0,0,0,0,0,0,FALSE,2.75774245860088,1.33302928975423
59,"2025-01-28","2025-01-28",1,0,0,0,0,0,0,0,FALSE,2.62751018658866,1.2929808207593
60,"2025-01-29","2025-01-29",1,1,1,1,1,1,10,0,TRUE,1.09926136955872,1.09370735688917
61,"2025-01-30","2025-01-30",1,1,1,1,1,1,9,0,TRUE,1.11197032443384,1.05512528324988
62,"2025-01-31","2025-01-31",1,1,1,1,1,1,3,0,TRUE,1.30617369965939,1.1884383611892
63,"2025-02-01","2025-02-01",1,1,1,1,1,1,4,0,TRUE,1.03707035809555,1.2948259029345
64,"2025-02-02","2025-02-02",1,0,0,0,0,0,0,0,FALSE,2.3167441366517,1.45259547830757
65,"2025-02-03","2025-02-03",1,0,0,0,0,0,0,0,FALSE,2.55850512979474,1.52455430983148
66,"2025-02-04","2025-02-04",1,0,0,0,0,0,0,0,FALSE,2.49138171705818,1.50627861633388
67,"2025-02-05","2025-02-05",1,1,1,1,1,1,1,0,TRUE,1.63342623336374,1.44225359967583
68,"2025-02-06","2025-02-06",1,1,1,1,1,1,3,0,TRUE,1.50929446077857,1.34062047537218
69,"2025-02-07","2025-02-07",1,1,1,1,1,1,4,0,TRUE,1.21989633032625,1.21030266529299
70,"2025-02-08","2025-02-08",1,1,1,1,1,1,21,0,TRUE,1.35047678851254,1.07146823897247
71,"2025-02-09","2025-02-09",1,0,0,0,0,0,0,0,FALSE,2.32969862465308,1.27942785875427
72,"2025-02-10","2025-02-10",1,0,0,0,0,0,0,0,FALSE,2.31388453358429,1.43739763250831
73,"2025-02-11","2025-02-11",1,1,1,1,1,1,8,0,TRUE,1.17216958743586,1.24848605942113
74,"2025-02-12","2025-02-12",1,1,1,1,1,1,3,0,TRUE,1.29662725039145,1.63735350430193
75,"2025-02-13","2025-02-13",1,0,0,0,0,0,0,0,FALSE,2.19277608782637,1.35654010123169
76,"2025-02-14","2025-02-14",1,1,1,1,1,1,5,0,TRUE,1.27470854042387,1.26579992374303
77,"2025-02-15","2025-02-15",1,1,1,1,1,1,6,0,TRUE,1.07082718287212,1.40245361491964
78,"2025-02-16","2025-02-16",1,0,0,0,0,0,0,0,FALSE,2.2811662984773,1.52264904901505
79,"2025-02-17","2025-02-17",1,0,0,0,0,0,0,0,FALSE,2.45675368085027,1.49079091649512
80,"2025-02-18","2025-02-18",1,0,0,0,0,0,0,0,FALSE,2.36112017085146,1.47361809977376
81,"2025-02-19","2025-02-19",1,1,1,1,1,1,2,0,TRUE,1.27024865810033,1.37547851704157
82,"2025-02-20","2025-02-20",1,1,1,1,1,1,7,0,TRUE,1.09020955923,1.18293112362209
83,"2025-02-21","2025-02-21",1,1,1,1,1,1,4,0,TRUE,1.18968014629148,1.20995422485977
84,"2025-02-22","2025-02-22",1,1,1,1,1,1,5,0,TRUE,1.13257829302309,1.30871013634492
85,"2025-02-23","2025-02-23",1,0,0,0,0,0,0,0,FALSE,2.33503417942343,1.39292000438444
86,"2025-02-24","2025-02-24",1,0,0,0,0,0,0,0,FALSE,2.37070136355114,1.3333827937365
87,"2025-02-25","2025-02-25",1,1,1,1,1,1,2,0,TRUE,1.30176173540977,1.73494937144806
88,"2025-02-26","2025-02-26",1,1,1,1,1,1,13,0,TRUE,1.14295047026423,0.97949367779755
89,"2025-02-27","2025-02-27",1,1,1,1,1,1,6,0,TRUE,1.07261080926587,0.984809511805065
90,"2025-02-28","2025-02-28",1,1,1,1,1,1,38,1,TRUE,1.22038962157504,0.77660526991492
91,"2025-03-01","2025-03-01",1,1,1,1,1,1,22,0,TRUE,0.962356926040474,0.926709015777803
92,"2025-03-02","2025-03-02",1,0,0,0,0,0,0,0,FALSE,2.32678789945707,1.21498387806286
