"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",1.75406143890651,-0.0452321407517265,1.54381858768832,4.52642987981909,5311,1.0002
"mu_mu_C[1]",-0.813521827387054,-3.73594931741464,-0.555414073551863,0.958717631487578,5190,1.0005
"sigma_eps_E",0.536833058718186,0.308227955638507,0.526402884528291,0.826942136554228,2406,1.0015
"sigma_eps_C",0.331192407125192,0.0255571992157677,0.318452026655795,0.729698138250215,2987,1.0015
"phi_E",0.650627330777389,0.241510445832199,0.676375716910605,0.920445577411903,3123,1.0018
"phi_C",-0.158408925961114,-0.820705072663105,-0.196174557508493,0.687307462326392,5393,1.0006
"sigma_r_E",0.586984393638487,0.478555677902273,0.583858513214562,0.71296822025047,8665,1
"sigma_r_C",1.11274859699381,0.976179974141882,1.11028769199829,1.26752918823093,11143,0.9998
"r_E",2.99400568599008,1.96725049282755,2.9334910394003,4.36651597448442,8810,0.9999
"r_C",0.818452574406141,0.622420750061573,0.811201881029163,1.04939795104848,11012,0.9998
"sigma_mu_E",1.26705356812986,0.0298256486945809,0.752445988788512,5.6776752892909,6605,1.0016
"sigma_mu_C",1.3980332506337,0.0401394653582616,0.818449825660241,6.35044880877961,6436,1.0002
"sigma_IE",0.199561690824971,0.00523616186524539,0.138745228086001,0.734719913620408,16663,0.9997
"R_G",1.27866727745375,0.681462477808222,1.22170185018689,2.19084769656599,16725,0.9999
"R_T",0.993296407107743,0.974623771888314,0.995474102396899,0.999848099630354,16754,0.9997
"B1",0.355200200711456,0.0877846637444371,0.353158621294861,0.625585073569378,15240,1.0001
"B2",0.0759976128206648,-0.520464682995972,0.0691029844925061,0.714368456689129,15053,1.0003
"B1_C",-0.26748585205665,-0.761423518582389,-0.26491252943462,0.22573256987988,13874,0.9999
