"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.27699334322263,1.30515099648965,3.19829201254563,5.06584200339787,33,1.0953
"mu_mu_C[1]",-0.782601031892908,-2.73420386529781,-0.794211409056941,1.19949084791142,307,1.0212
"sigma_eps_E",0.582131506278411,0.507090449924786,0.574766792219271,0.678917978365095,136,1.0369
"sigma_eps_C",0.253156028794235,0.171230946911425,0.250103959892195,0.365282274682061,31,1.1123
"phi_E",0.498306544505256,0.296017813006905,0.510286819278645,0.648970146580732,105,1.0537
"phi_C",0.779498883525758,0.552227981354547,0.794111774420918,0.907199497819776,36,1.1058
"sigma_r_E",0.23933084350791,0.19817537055863,0.239367449327264,0.278115713050155,30,1.1027
"sigma_r_C",1.04336539262258,0.999889248493929,1.04459355527989,1.10070727507851,14,1.2138
"r_E",17.905643906745,12.928524034488,17.4529890810076,25.4624765667694,35,1.0906
"r_C",0.920843869712982,0.825384532654115,0.916442699344307,1.00022153981526,13,1.2335
"sigma_mu_E",2.4688862042162,0.038084830815758,0.874180544827608,11.9126807838996,6,2.303
"sigma_mu_C",1.1381164443291,0.0382230574814878,0.897969548313548,4.67415222747344,7327,1.0001
"sigma_IE",0.483425239853554,0.136068565667251,0.444483313624829,0.953111095906692,174,1.0292
"R_G",1.27187105947227,1.24521277695742,1.27240279775996,1.29829812738786,19930,1.002
"R_T",0.833860352640298,0.814333191493971,0.8355524552859,0.852008071387062,989,1.0103
"B1",0.503466858509397,0.292480828253049,0.490942416323601,0.740329218356865,94,1.0395
"B2",0.532445800003089,-0.0417919537213132,0.584841780688121,1.07483799240703,5071,1.0053
"B1_C",-0.437029903871699,-0.580233623361605,-0.449764931697538,-0.277683326246103,503,1.0137
