"parameter","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B1",0.469370315246495,0.00285107412514902,0.164676505441959,0.140821707461561,0.362112701127344,0.470677468620449,0.579908305828633,0.785082686473039,3336.15536346631,0.999884073928873
"B2",0.144263628246433,0.00748716333549398,0.538846465591384,-0.836925867367862,-0.218958755792986,0.124545249831149,0.49098514689841,1.25190619048625,5179.59093429496,1.0002949042901
"B1_C",-0.301250606255602,0.00151913391499732,0.100642752589195,-0.499686870189101,-0.369714325337378,-0.300500091952595,-0.233966098302432,-0.104346972360138,4389.0739015582,1.00014320188958
"sigma_eps_E",0.181016102658479,0.00643064418998816,0.13792444626614,0.00745310612256931,0.070714034076126,0.149548424262135,0.262857578926112,0.512169241799826,460.01663515498,1.00946783814742
"Lcorr_E[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"sigma_r_E",0.523875486399358,0.00432231777005064,0.100811709774331,0.278562515004375,0.474174222509185,0.535235338507235,0.589273575835813,0.691280004130523,543.987068874602,1.00926701380165
"phi_E_scaled",0.590694316668695,0.00503038175386616,0.212713254002711,0.153378915373187,0.438887115826981,0.616500826495575,0.760728800835999,0.926438644511768,1788.08110156896,1.00114017277504
"eps_E[1,1]",0.102623633257007,0.0104029008540545,0.930494876590798,-1.77408830685514,-0.506383849369396,0.103434455712091,0.711497763606222,1.90156765390828,8000.53544392963,0.999701781876734
"eps_E[2,1]",0.114124078949053,0.0107212706294551,0.912211202822476,-1.72577169584037,-0.491634096249308,0.129212609139798,0.730333636679368,1.88194673436276,7239.32852302134,0.999685836397537
"eps_E[3,1]",0.401519632467226,0.0145502827310547,0.954587617437698,-1.53053008482432,-0.231007777023778,0.440034100794647,1.05164911964583,2.20627342776115,4304.16318480867,1.00041776069148
"eps_E[4,1]",-0.166264799480914,0.0114805545821761,0.918986594263534,-1.96596354646981,-0.791320356373242,-0.185367016028629,0.441702565476367,1.68437667912251,6407.5590459638,0.999687715819048
"eps_E[5,1]",0.0903191494382737,0.0108032843927637,0.914318117257112,-1.74621610896284,-0.522526155072831,0.110494613999287,0.707242332083338,1.84506942828213,7162.80343232948,1.00024453294541
"eps_E[6,1]",0.0743223560961072,0.0116924219922081,0.983677405268338,-1.86708659456479,-0.59106011599533,0.0791382999348163,0.739071948026195,1.9919171289912,7077.76973782465,0.999623660909779
"eps_E[7,1]",0.0547965517879521,0.0112807969935959,0.983827563994242,-1.93071690593976,-0.582928451470122,0.0457143998243268,0.724218210217453,2.00217564549442,7606.0364871958,1.00023253042679
"eps_E[8,1]",0.324007568561718,0.0117920894392391,0.924971695011874,-1.52098358140334,-0.296022657678927,0.338302544626887,0.958839588909552,2.08129984216492,6152.83625275762,0.999831887615767
"eps_E[9,1]",-0.292240254160332,0.0170681073721767,1.00448992026713,-2.24030780872747,-0.976652605242224,-0.301060372037429,0.387424234170773,1.65593525833218,3463.54180291748,1.00031406542145
"eps_E[10,1]",0.034878896837771,0.0101967208679094,0.984144540981783,-1.90650754335143,-0.621387366791817,0.0281921640886908,0.704360751957991,1.97634798672844,9315.29717044635,0.9996108697352
"eps_E[11,1]",-0.00500376526935846,0.0111608642640279,0.941444673291926,-1.86831042522917,-0.642488861267573,-0.00149170687420217,0.632504138906179,1.83984935756389,7115.31206666825,0.999950207387104
"eps_E[12,1]",0.414910421204613,0.0157482572764253,0.952171080406826,-1.53788418127006,-0.217639172901724,0.448438629326998,1.07057698893925,2.18591471069512,3655.65305208304,1.00118366427256
"eps_E[13,1]",0.00551465121543296,0.0114318247538818,0.990768422611106,-1.94916793126983,-0.653564402993509,0.00757685508192153,0.676641431355161,1.90668249499216,7511.26693955986,0.999806317824155
"eps_E[14,1]",0.0240879538056433,0.0108322119721199,0.990723418287709,-1.91559054759832,-0.648607411206726,0.029186380503997,0.691726929948394,1.95939303862935,8365.0888378963,0.999836474602524
"eps_E[15,1]",0.0945141635425784,0.0106408316966218,0.912402454104389,-1.73776377658528,-0.499702602370248,0.0973905390136854,0.682646404221176,1.89655864685029,7352.27497404055,0.9994147917789
"eps_E[16,1]",0.0646206681934324,0.0110820231334812,0.985045966285002,-1.8919102501622,-0.593507773150285,0.0657538416473996,0.75013164653764,1.98172230080953,7900.86950935597,1.00011225158975
"eps_E[17,1]",0.282524181861524,0.0118881624859392,0.95012774980002,-1.60638520212402,-0.354982881752554,0.310543715942652,0.927704896987081,2.08561336536744,6387.55334640046,1.00008256463845
"eps_E[18,1]",-0.133240722152798,0.0113599280959252,0.960399448706094,-1.9921266203623,-0.778625936404063,-0.142976752848015,0.492169807794055,1.79083213631945,7147.47490566426,0.999604620340461
"eps_E[19,1]",0.331581258386388,0.0158586421273808,0.94810227920136,-1.57249253072556,-0.298197328253673,0.359197867861753,0.986860493059524,2.1336828240286,3574.19615842177,1.00040284075912
"eps_E[20,1]",0.0152524485865452,0.010400649015343,0.971437616796946,-1.87113477071312,-0.656693765823862,0.0277060050727365,0.677200889041415,1.91762378314302,8723.86530757031,0.9998601636267
"eps_E[21,1]",0.0157342687037193,0.0111333382146509,1.0074356006231,-1.93511806526176,-0.656500989212392,0.011042646326633,0.673700323148155,2.00843151593469,8188.11215432699,0.999757263307194
"eps_E[22,1]",0.058701486606237,0.0108510754159139,0.930987578498781,-1.81203768910453,-0.549010392907541,0.0616427765421178,0.694028042713388,1.84232615478916,7361.09138448656,0.999724571337511
"eps_E[23,1]",-0.00842916167818833,0.0104651644926636,0.946199985335838,-1.86796081973863,-0.635899986393279,0.00244424367018106,0.617720080130582,1.8411635330671,8174.73637160959,1.00003004453979
"eps_E[24,1]",-0.049520254601141,0.0120657267387378,1.00597397779941,-2.02115314613481,-0.731867218741933,-0.067893295992896,0.625517283166124,1.92092561517296,6951.30785585189,1.00008868536544
"eps_E[25,1]",-0.27774804491903,0.0138255285828258,0.965676552265796,-2.09625269730268,-0.953971772249998,-0.291781626611745,0.363683251440683,1.67510035064674,4878.65248800042,1.00056874037874
"eps_E[26,1]",0.316623134021869,0.0188355952425413,0.956271024864218,-1.60653755538678,-0.305405557760484,0.347013483489092,0.97790338234444,2.0762920922635,2577.52742522545,1.00289549835876
"eps_E[27,1]",0.255197943800686,0.0127941989015369,0.940868311966555,-1.67784455544835,-0.36091567862869,0.270499830206616,0.909783077830915,2.02348695045628,5407.93530749555,0.999866111163941
"eps_E[28,1]",0.0263107969701423,0.0112332428918663,1.01378227481515,-1.993387004319,-0.653338059904092,0.021814402642982,0.721327492465408,1.99654585441363,8144.77494000965,0.999718701988297
"eps_E[29,1]",0.0265879468346643,0.0107219225550368,0.954222160851765,-1.82734083071786,-0.605644345730015,0.0195951313850434,0.652347499202387,1.90270039127441,7920.51945118947,0.999571831231839
"eps_E[30,1]",0.203224430359379,0.0116319447380532,0.921466758041965,-1.67581256164054,-0.401291814446692,0.212844809475569,0.818284851121882,2.00571916678772,6275.59177028225,0.999870191286113
"eps_E[31,1]",0.224776287687535,0.0113411626506948,0.920743272495704,-1.66372794433163,-0.371757970531843,0.22119100266287,0.849957501281185,1.98686011974889,6591.16146385944,1.00072324192376
"eps_E[32,1]",-0.0184902822427403,0.0110571272128705,0.926332641953756,-1.8680981165567,-0.618778273975717,-0.0255693748315873,0.58755616268097,1.80851018198083,7018.58111387246,0.999548949522898
"eps_E[33,1]",0.151356662716468,0.0124663291586923,0.931018905089275,-1.73893812430663,-0.473042911158669,0.172557798074703,0.787660148735822,1.93470448974084,5577.50309642988,1.00010462335163
"eps_E[34,1]",-0.065716937642834,0.0111360624827597,0.993571019793729,-1.98962040519997,-0.729007773633023,-0.0745444860683366,0.579434764193921,1.8758515886973,7960.3930745694,1.00023927242182
"eps_E[35,1]",-0.314977931263187,0.0118902612459856,0.874653791844293,-2.03238216083386,-0.895472784476739,-0.32068114922868,0.249372766858094,1.44413746573824,5411.14999940021,1.00016007096924
"eps_E[36,1]",-0.0139237843073801,0.0100807243578145,0.911174880581668,-1.86771040946317,-0.611273346076965,-0.0243972421979818,0.606013983131828,1.76948308182803,8169.96126557485,0.999894364249008
"eps_E[37,1]",0.0915158220998593,0.0109660965043696,0.930667569790595,-1.77071206502169,-0.520048200472579,0.0964650501250589,0.717245904350546,1.93085930158939,7202.5293123773,0.99976478629612
"eps_E[38,1]",-0.167030843700878,0.0144974307450868,0.971815010823296,-2.03000235471835,-0.826981606206692,-0.187126036148073,0.482800058067235,1.77212365400161,4493.50387324495,0.999772932689969
"eps_E[39,1]",-0.496205736614223,0.0198288830485918,1.01301079674645,-2.38124336880407,-1.22934496358208,-0.495196701104558,0.222553141514161,1.43758336990796,2609.94674413287,1.00219909954619
"eps_E[40,1]",-0.0647149446997019,0.0114689948909589,0.959008673065542,-1.95974930609265,-0.698031390827818,-0.0554672911054482,0.584360026005304,1.78407198688203,6991.8862008373,0.999919110735838
"eps_E[41,1]",-0.340770023952318,0.0139781831444737,0.986676418159516,-2.28792543348514,-1.01107124404041,-0.355977977361175,0.3125436901354,1.66714184511568,4982.50845551747,1.00046808141992
"eps_E[42,1]",-0.0367831491940442,0.0110333782791803,1.00164396435075,-2.02487352606702,-0.706823469963882,-0.0409830941548523,0.630703392984666,1.91879939159784,8241.56599108599,1.00005710959163
"eps_E[43,1]",-0.0593649294902159,0.0119526097069513,0.984836861256833,-1.92519574572668,-0.738629295130302,-0.0742787909477532,0.620507003471139,1.85729844703595,6788.95786978182,1.00042437113195
"eps_E[44,1]",-0.184394200022604,0.0117406550731664,0.934310638145039,-1.97230693279965,-0.81880429592026,-0.197579180313725,0.439887383170553,1.66799683377971,6332.83144889695,1.00111982161172
"eps_E[45,1]",-0.241347821524826,0.0124234141125975,0.943428525770931,-2.10286702818731,-0.884236677641324,-0.249359350608162,0.394368227405567,1.60552224064976,5766.81584830748,1.00075651221383
"eps_E[46,1]",0.0149564652661453,0.011126236153471,0.964287171563187,-1.91023873552198,-0.613628566718495,0.0134500812610142,0.645745344396528,1.93726006833665,7511.31942588108,0.999769367924987
"eps_E[47,1]",0.383684656886143,0.0151945818138724,0.990435986513522,-1.65476277352527,-0.272908509142182,0.427157233992638,1.07237571578338,2.21655640230854,4248.88835350029,1.0002942879359
"eps_E[48,1]",-0.106838069790311,0.0122615073163846,0.990879769404153,-2.0230080599077,-0.81348473938312,-0.107239819119761,0.591401098217306,1.80961062119435,6530.61678127834,1.00025315725702
"eps_E[49,1]",-0.128704197216916,0.0145469349835841,1.00623015463099,-2.08430919800821,-0.813487977868832,-0.116862389273472,0.53562456087881,1.83038656617644,4784.66637378643,1.00047171876289
"eps_E[50,1]",-0.428549763658315,0.0178112498802742,0.998881596930739,-2.34853744042422,-1.11327132063051,-0.445194088002969,0.242475330525225,1.57479865537508,3145.13455893744,1.00056739561992
"eps_E[51,1]",-0.123113652508784,0.0102487821340354,0.932275475715724,-1.96190477371992,-0.760881758132343,-0.128009378640037,0.520159229348168,1.69808558900208,8274.54262621632,0.999652503608782
"eps_E[52,1]",-0.0216097231905091,0.0100067461425249,0.912569109345221,-1.78637304914353,-0.634245028194513,-0.0307036209841348,0.591134137971818,1.80712528926304,8316.59901593385,0.999448148371369
"eps_E[53,1]",-0.0789080084272886,0.0110299463183163,0.911434886022382,-1.87251082187226,-0.674449950051846,-0.0701396385538137,0.536427565981065,1.70662242513658,6828.17271188681,0.99971325263536
"eps_E[54,1]",-0.234407793888007,0.0115324868721992,0.8627012938335,-1.88682780512787,-0.803788568591976,-0.247028448726473,0.333075719880698,1.47344743842691,5595.96463137106,1.00026614659244
"eps_E[55,1]",0.0107571841178405,0.0112847125191939,1.00087041392502,-1.9393835203042,-0.664132566292328,0.0163948317306661,0.67816077913824,1.94772065103919,7866.37604265996,0.999564803998649
"eps_E[56,1]",0.017578888370033,0.011294862246357,1.0065832733363,-1.99806517765643,-0.655763267636085,0.0209919886250652,0.695544281081538,1.97199653921397,7942.14005849675,0.999701819094092
"eps_E[57,1]",0.0462186159729115,0.0105705409414007,0.979866421600585,-1.83309813212862,-0.615976906314344,0.0516014234812169,0.693213019377609,1.97308040587765,8592.89144716495,0.999923009324558
"eps_E[58,1]",0.0274550620382507,0.0103170927311077,0.919046293983061,-1.7909605576297,-0.573631908305176,0.0328229025291001,0.646692731596,1.81982377020012,7935.24076178915,1.00010232261434
"eps_E[59,1]",0.278495333509126,0.0122446087984123,0.925207268557737,-1.60522729326926,-0.343391622853263,0.301802564568513,0.912013599317449,2.04569347381586,5709.37071471026,0.999791459235286
"eps_E[60,1]",0.0236611498452763,0.0110471120438355,0.927986682764806,-1.82504334142136,-0.604846067314131,0.0247358180264529,0.644385125729021,1.85235206769021,7056.44514977482,0.999649656230693
"eps_E[61,1]",0.111594721537026,0.0105902838388118,0.936458798485162,-1.76746773190936,-0.513200522215972,0.132586043384702,0.739652115425031,1.91029424850688,7819.1968826689,0.999990037045998
"eps_E[62,1]",-0.107881493831846,0.0133244219305328,1.03008108014095,-2.11511996334451,-0.805523279399433,-0.0922840478183181,0.60225015534463,1.88675113943262,5976.48821749827,0.999924253826351
"eps_E[63,1]",-0.199210507523142,0.0129394063778203,1.04490646995601,-2.21113763764724,-0.910066154291679,-0.215523628396679,0.492246978356198,1.87423763172979,6521.17915020387,0.999557250651251
"eps_E[64,1]",-0.413751476369927,0.0186326210501297,1.02970342214831,-2.33131331908187,-1.13706793381298,-0.433370859540635,0.268624718826646,1.6380852835568,3054.05187408227,0.999978530714926
"eps_E[65,1]",-0.694639339224276,0.0331358985184334,1.16224755109818,-2.98624859213923,-1.49690937908012,-0.680318298745019,0.114362437544852,1.52249058420518,1230.26813792846,1.0026917315719
"eps_E[66,1]",-0.231033977420778,0.0119828959271393,0.961484168268947,-2.11004062976229,-0.879476722222775,-0.240784859995975,0.405382168604794,1.69035792797906,6438.1442087529,1.00018608857612
"eps_E[67,1]",-0.493929094009575,0.0224516455397892,1.06221358668566,-2.52869480002805,-1.23107934530293,-0.487745232009939,0.232909170038043,1.58402565991804,2238.34667094819,1.00313435802462
"eps_E[68,1]",-0.126467900438406,0.0112476502293061,0.970420136773778,-1.98931659684319,-0.785539051952316,-0.141138357786758,0.511701996982056,1.83608108582234,7443.82225739739,1.00014380532318
"eps_E[69,1]",0.0232148371304533,0.0110360233415356,0.99562260769711,-1.97944445947694,-0.647074885958125,0.0241550666802672,0.695190822659305,1.93249688208818,8138.87312690445,0.999949552030507
"eps_E[70,1]",0.0426690945894437,0.0108081147478699,0.977422471235061,-1.90301071663097,-0.626299201059012,0.0442443659377645,0.707037144114248,1.91507477215854,8178.33215453594,0.999713254401934
"eps_E[71,1]",0.0840520269759395,0.0116964675871649,0.954864892317401,-1.83924198485612,-0.54523235385961,0.0929477181805305,0.726982534390857,1.92860401915069,6664.6049046679,0.999717401884727
"eps_E[72,1]",0.181798786018352,0.0113704155520254,0.925741016924698,-1.65090301318869,-0.4351150081637,0.17027961454092,0.802883176233476,2.00659106616257,6628.66908665819,1.00027901031308
"eps_E[73,1]",0.149447960982615,0.0119368146146624,0.997381565121167,-1.80070405587522,-0.520154826057185,0.138376626133126,0.821271619627352,2.16386980680382,6981.45230444814,1.00026690197133
"eps_E[74,1]",0.184124266478649,0.0144974264104733,1.04263312410221,-1.91020742850712,-0.53460426580476,0.195577947678144,0.906857448154899,2.15730771405954,5172.27027317405,0.999768443729984
"eps_E[75,1]",0.72045790451256,0.0206930007078446,1.00556300952823,-1.37575077025697,0.0373250941103212,0.764360468563488,1.43039817589296,2.58694889862528,2361.41127735371,1.00162741158851
"omega_E_0_raw[1,1]",0.0436888728814554,0.010560729284524,0.96535341589308,-1.83052693991567,-0.602029532305635,0.0570158882944553,0.698662284768007,1.94065362091025,8355.73879738655,0.999962347261823
"mu_mu_E[1]",3.04798920574256,0.0181217728338993,0.917249103762868,1.06769236815229,2.69106819451023,3.01863166463993,3.39839213546228,5.08184469257668,2561.96521120074,0.999942112475758
