"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_mu_C",0.822086854179397,0.991334507866807,1.11206060526791,0.0403506212581589,0.00595487829866927
"sigma_mu_E",0.774481357521359,0.901981948299398,0.969949934540845,0.0403506212581589,0.00595487829866927
"R_T",0.995461188545563,0.997038533515097,0.323751289463923,0.0403506212581589,0.00595487829866927
"sigma_eps_E",0.790430542983263,0.842850395686041,0.179359008211106,0.0403506212581589,0.00595487829866927
"r_C",0.793247728549375,0.782843758652005,-0.160290851425816,0.0403506212581589,0.00595487829866927
"sigma_r_C",1.12278236150386,1.13021860800713,0.1498665273892,0.0403506212581589,0.00595487829866927
"R_G",1.22327328328459,1.22369499754353,0.125444590511667,0.0403506212581589,0.00595487829866927
"phi_E",0.848538572031358,0.831564039345214,-0.125371257280604,0.0403506212581589,0.00595487829866927
"sigma_r_E",0.784834366754397,0.785653050153186,0.120541656974046,0.0403506212581589,0.00595487829866927
"phi_C",0.238551092540136,0.194377494126573,0.113141098803906,0.0403506212581589,0.00595487829866927
"r_E",1.62346891010257,1.6200872276862,-0.0986858136199019,0.0403506212581589,0.00595487829866927
"sigma_eps_C",0.362353301466237,0.370252658372381,-0.0957048377126939,0.0403506212581589,0.00595487829866927
"sigma_IE",0.136243501419503,0.158590647416032,0.00845961082786371,0.0403506212581589,0.00595487829866927
