"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",1.9617519329148,-0.150344148392484,1.83834419455938,4.78148525052357,5458,1.0007
"mu_mu_C[1]",-0.864472730177815,-3.79158898016987,-0.604191684419823,0.894485071343832,3603,1.0008
"sigma_eps_E",0.803935096951501,0.517322576530699,0.790491270114855,1.16564633773819,3391,1.0002
"sigma_eps_C",0.369140793310726,0.0622041378755986,0.362376783495852,0.725984774602858,2757,1.0006
"phi_E",0.836972985013374,0.642219191177233,0.848466965120679,0.964691260489808,3025,1.0019
"phi_C",0.195492203470535,-0.663845660491321,0.238328216720233,0.884816683487701,2820,1.0024
"sigma_r_E",0.787443009221004,0.672323835785408,0.784853362020952,0.916482660186424,8400,0.9998
"sigma_r_C",1.12547216517803,0.984383664534978,1.12284952948826,1.27902340074609,8834,0.9999
"r_E",1.64377173115378,1.19056056999542,1.62339033050152,2.21229472169151,8635,0.9999
"r_C",0.800076119955099,0.611283989729723,0.793152828465503,1.03197982039667,8748,0.9999
"sigma_mu_E",1.30696762310995,0.0336874294070462,0.774621189823043,5.87687284201325,6555,0.9999
"sigma_mu_C",1.4238322352971,0.0352803249695994,0.822540528547662,6.45807482568023,5491,0.9999
"sigma_IE",0.198422983114263,0.00524190269876769,0.136256630660987,0.72061180204827,14866,0.9999
"R_G",1.22314213376128,1.20315702899559,1.22328424392758,1.24295992286908,13828,0.9999
"R_T",0.993501446751643,0.97614936576734,0.995462894278809,0.999836730295859,15574,0.9997
"B1",0.28610894339772,-0.0131811134792807,0.286142269584957,0.587308908877804,14362,1
"B2",0.673784959306174,-0.0380826244202045,0.666527303309372,1.44614176476518,10673,1.0001
"B1_C",-0.112521712603793,-0.550280030931908,-0.11561623169973,0.325775063467707,12163,1.0003
