"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,35,0,TRUE,0.979601051724192,0.76193011549073
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,2.09502120288484,1.04819673036531
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,15,0,TRUE,1.06450653627859,0.870259160352042
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,17,0,TRUE,1.04179756312345,0.806899343590303
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,13,0,TRUE,1.12681274986427,0.837897675534036
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,15,1,TRUE,0.981166572727842,0.957767344631942
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,14,0,TRUE,1.08405778636674,0.957087402903917
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,2.24105723019531,1.26632545161268
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,2.34011490838648,1.30328762427212
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,15,0,TRUE,1.10984200675413,0.990748861646536
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,10,0,TRUE,1.13098687298034,0.925294854452366
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,0.994137655657985,0.829358188095388
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,13,0,TRUE,1.1234889928986,0.838909791782876
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,21,0,TRUE,1.04327821659778,0.784902034456993
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,18,0,TRUE,1.1099252041448,0.930430324522172
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,2.28889026626017,1.17743591122631
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,2.23343196870647,1.18598412050072
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,13,0,TRUE,1.06469565252501,0.958197402731935
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,2.12964670796395,1.11640280452025
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,9,0,TRUE,1.16300728553346,0.942630657210711
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,11,0,TRUE,1.13050491214903,0.965243581577037
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,8,0,TRUE,1.13956126963558,1.35404477892593
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,15,0,TRUE,1.0644160450199,1.19105640798206
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,10,0,TRUE,1.06224875903829,1.00805439335262
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,2.39494399089228,1.09186059371424
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,10,0,TRUE,1.03842658764824,0.949149589722755
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,23,0,TRUE,1.00299243317536,0.792124015531366
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,24,0,TRUE,0.986493162852803,0.955394126031337
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,2.25013969917938,1.14752669521204
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,2.2816134726819,1.08795976033027
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,49,0,TRUE,1.33139192151459,0.663125447943319
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,16,0,TRUE,1.34300979655836,0.917932423326291
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,14,0,TRUE,1.03382944142733,0.896976360333711
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,16,0,TRUE,0.974362971834131,0.831277746014785
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,14,0,TRUE,1.05833388643563,0.952288018824998
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,2.20749642145192,1.19373705735826
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,2.27779251036221,1.24053076335507
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,7,0,TRUE,1.14391850949514,1.13604643984822
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,8,0,TRUE,1.07479559510875,1.05862707690338
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,5,0,TRUE,1.01800991698483,1.01634904703055
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,16,0,TRUE,1.07395564460394,0.887320285189489
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,68,0,TRUE,0.928294846688577,0.739176453995445
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,2.25147565627553,1.10471334886447
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,2.2539116108547,1.2615929746435
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,19,0,TRUE,0.99711222532934,0.995033280425899
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,2.13176356835524,1.13170855402895
47,"2025-01-16","2025-01-16",1,1,1,1,1,1,6,0,TRUE,1.15550861755001,1.02300099021176
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,16,0,TRUE,0.986587612538935,0.897005034125567
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,26,0,TRUE,0.995056742615038,0.853806417359314
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,2.25365608193738,1.19182921413234
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,2.45785898407052,1.27240936378406
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,6,0,TRUE,1.18753679096335,1.16967097519945
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,7,1,TRUE,1.15067085715547,1.12913024955613
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,7,0,TRUE,1.19587846296713,1.13484055811376
55,"2025-01-24","2025-01-24",1,1,1,1,1,1,3,0,TRUE,1.24776164668318,1.13196965498149
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,30,0,TRUE,0.99063004687463,0.880272843896588
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,2.23560738963219,1.19842766767071
58,"2025-01-27","2025-01-27",1,0,0,0,0,0,0,0,FALSE,2.40992248100044,1.27378713107405
59,"2025-01-28","2025-01-28",1,0,0,0,0,0,0,0,FALSE,2.28644568377558,1.27606779406547
60,"2025-01-29","2025-01-29",1,1,1,1,1,1,13,0,TRUE,1.06752080314084,1.02324362818672
61,"2025-01-30","2025-01-30",1,1,1,1,1,1,9,0,TRUE,1.10332722197598,0.980881877463093
