"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,153133,135088,186092
"Dungeness_Kept","Expected_Catch",100846,93942,71897,129706
"Dungeness_Kept","Predictive_Catch",NA,93930,71884,129610
