"obs","k_baseline","k_covariates"
1,0.884791876488212,0.748352730660492
2,0.814997837113871,0.775464212183807
3,0.739558240368214,0.843917379069754
4,0.616541114496844,0.812269494124907
5,0.572650560740586,0.637275946024727
6,0.7972263771235,0.819550049841789
7,0.69216015586342,0.662541908566483
8,0.726539918958675,0.761125720695079
9,0.747802108228058,0.872713726528569
10,0.954188903241592,1.06651385778265
11,0.906503134744241,0.611886818551694
12,0.814976639211739,0.7431288279723
13,0.820931666283415,0.75296091841792
14,0.633713528306033,0.884501418740314
15,0.797809408941045,0.76422404753465
16,0.960296743125578,0.577878535709065
17,0.854708043111369,0.735537199398699
18,0.760940614387564,0.790615580281149
19,0.731867656742722,0.764056353255526
20,0.636875084094458,0.763063129760423
21,0.738068040733754,0.794944903099902
22,0.936811154801597,0.799370127436693
23,0.621293614521627,0.937294538520438
24,0.745837280144427,0.689919021674524
25,0.76564376160144,0.906764465415877
26,0.789001318114325,0.70311399517184
27,0.653546486190714,0.859046616252305
28,0.822765988993971,0.694528130591408
29,0.707151606078111,0.656772838484071
30,0.867264610756852,0.791088679780263
31,0.945911944202118,1.01688178086766
32,0.998069578137153,0.733866921550821
33,0.623269519763121,0.727020755727332
34,0.61746535419176,0.76727581631795
35,0.807130086858639,0.725872400238633
36,0.689524284899298,0.720079637652827
37,0.528297457064397,0.466721725405184
38,0.629297704501212,0.505923622110921
39,0.955859612587326,1.05670033283072
40,0.769741863465032,0.769020279664944
41,0.791932522779004,0.761255057979638
42,0.524161810807088,0.770527903470556
43,0.884566904375536,0.633846087869062
44,0.739849932001735,0.754702388879985
45,1.01002837829207,0.836754345735522
46,0.816887139590969,0.712640811777958
47,0.667800641979062,0.923345766143091
48,0.929485531827958,0.687439358012388
49,0.755361632936667,0.673270749312035
50,0.754439577827024,0.820991858635095
51,0.831027976818401,0.808442392993997
52,0.875745543038544,0.908413462471945
53,0.784514022953803,0.66933583831985
54,0.692813158682075,0.753932295146606
55,0.675066315088272,0.713573818461073
56,0.67272744729713,0.80454695597707
57,0.904460146932105,0.749483361670615
58,0.737068439368863,0.735925437942836
59,0.796543016341084,0.690736480156956
60,0.891616823382879,0.810708778882368
61,1.0514139917492,0.863461614708504
62,0.499286198755814,0.41326902963688
63,0.383303943873897,0.323372675120438
64,0.657268021412231,0.433958036624245
65,0.600387758909421,0.424234923777324
66,0.436135128151516,0.459694499989652
67,0.562452751385294,0.390071120314214
68,0.244648824812232,0.273011635943721
69,0.79684594296119,0.595940700052217
70,0.212581593081127,0.258335113904644
71,0.284298761016093,0.191344923474383
72,0.395397627757575,0.29208230605767
73,0.395397627757575,0.29208230605767
74,0.286837175518807,0.302793975508437
75,0.327962017328055,0.215234070370228
76,0.419695334619158,0.461294055602023
77,0.28476516681746,0.43679559122416
78,0.385355370553194,0.286107094622043
79,0.437753409421889,0.275183117112777
80,0.331323569078042,0.399378126761281
81,0.262255325837491,0.409997399394769
82,0.485853631922531,0.681461143909617
83,0.459513959438501,0.402312705375879
84,0.396810259483907,0.303094678078574
85,0.590430738908158,0.556062494307074
86,0.568121805899202,0.613588650258823
87,0.353919346751161,0.380461375423126
88,0.733323154978602,0.792280385177533
89,0.284182744840923,0.44702745179106
90,0.232629800042009,0.288735845611432
91,0.417014078585275,0.517031066163727
92,0.454232673267642,0.302386171169167
93,0.307211847045303,0.28499104037734
94,0.475473671891411,0.325265342748536
95,0.252124551241079,0.285563082408446
96,0.252124551241079,0.285563082408446
97,0.383576169571461,0.434799542298462
98,0.294714268301218,0.38003407370179
99,0.370600316174125,0.380613614050043
100,0.369893641153229,0.363753961471021
101,0.267128756777876,0.306134503803971
102,0.355357504987926,0.435442731405875
103,0.38498411762315,0.446594187838863
104,0.744052101428542,0.821407177409447
105,0.314862036972439,0.30754649962842
106,0.489663895434128,0.457573307367393
107,0.320655624177684,0.413617500555668
108,0.368705242045487,0.365850959737669
109,0.32346384192064,0.380871291247053
110,0.314931172557806,0.569838999677641
111,0.383616884375196,0.348873970769629
112,0.306617334773395,0.282446102269723
113,0.253137464689958,0.473288983999838
114,0.41916319267062,0.453687919227451
115,0.50201520171208,0.494164574230875
116,0.41862435076917,0.311269964115844
117,0.30546606214601,0.294798469501719
118,0.376548218887049,0.349165564963058
119,0.517125053824013,0.4271272867755
120,0.361201783609421,0.369084856216684
121,0.718220072238934,0.565610732581283
122,0.453571483430277,0.408026827136066
123,0.473931756547359,0.410108728620299
124,0.29679100712329,0.391782553673948
125,0.485932400761156,0.455353649594437
126,0.306527186474397,0.408696302846633
127,0.422325848935981,0.484676386883526
128,0.42368689757889,0.45399006689462
129,0.272441046138924,0.262393655539485
130,0.272441046138924,0.262393655539485
131,0.304451723912378,0.289355858082318
132,0.527245190962062,0.466579895034724
133,0.304451723912378,0.289355858082318
134,0.279561329781371,0.280579868298487
135,0.590922892785703,0.407764099297066
136,0.295264486514099,0.289898295460632
137,0.339227205146128,0.355523701149665
138,0.544577874639344,0.445571660063044
139,0.331002578272935,0.396585178449482
140,0.709119247047757,1.04887851386718
141,0.521982860615502,0.457531012809234
142,0.351618454615447,0.308309860783088
143,0.352908232367128,0.301337137824586
144,0.192824626521501,0.245655344898663
145,0.268802463240536,0.274366706199466
146,0.413338293348773,0.319383099252757
147,0.327565974517866,0.39404545069799
148,0.748146418990619,0.612650914728242
149,0.453287022321124,0.500980814968534
150,0.354702251526036,0.256831641901999
151,0.339349136675969,0.348862144269129
152,0.349771549457222,0.269552394600546
153,0.482672273908956,0.478793347280083
154,0.33553808958401,0.397913239154228
155,0.231362465325395,0.366356569578151
156,0.675507040191699,0.598895633739123
157,0.335466576434341,0.443303030103585
158,0.64252650884631,0.767916053609036
159,0.462714837884917,0.387700622165974
160,0.316905845115959,0.366503475512666
161,0.296735869466681,0.419611008985504
162,0.349984248707417,0.377801411267953
163,0.281709685751537,0.357279542989723
164,0.527955260558846,0.566452240719894
165,0.360226702510824,0.355343113429579
166,0.369814510067147,0.407486078153556
167,0.410320411668233,0.42325681227461
168,0.41218491118573,0.606757699904032
169,0.363120429507845,0.212369105082096
170,0.456379176176946,0.277509923887767
171,0.35029194855361,0.398152174099212
172,0.295759336036724,0.298370149822362
173,0.228767150240979,0.300551803584097
174,0.271976577607568,0.349741217272027
175,0.435291807788784,0.454751834767353
176,0.308637163965834,0.416120047256183
177,0.320545508611292,0.258575603039733
178,0.458011780867895,0.144430601581636
179,0.310336630658104,0.256168161783967
180,0.64012765001566,0.516623631775942
181,0.378449231585261,0.421031348504057
182,0.620265509519399,0.78517488537901
183,0.343904038700747,0.302539294754385
184,0.300871879407392,0.402881083768934
185,0.28047892943831,0.347026423194563
186,0.619331611546744,0.598739879370975
187,0.28782289263587,0.40625296543537
188,0.25437313325055,0.384978431322822
189,0.305117334240471,0.514809280115118
190,0.321893243655248,0.271578897434799
191,0.427841803934521,0.169798568618219
192,0.247125092804799,0.30121152834269
193,0.335336088206194,0.373543948960147
194,0.417351439608167,0.44316262759245
195,0.668871799163238,0.494190415231848
196,0.449544005110168,0.261992943523159
197,0.614971425937455,0.678312870047486
198,0.335106057888698,0.293685728921294
199,0.284628624785369,0.265553736773312
200,0.321213168443408,0.475025224993174
201,0.434976500232398,0.478391691297708
202,0.466853048857133,0.208795029683897
203,0.503160899480534,0.250130743201567
204,0.357682694351143,0.355046891291761
205,0.381215854940797,0.496126462109112
206,0.511184987390521,0.394678500966169
207,0.532580219440209,0.579461948800508
208,0.229563453298479,0.30440817203726
209,0.31772012794456,0.41307082900591
210,0.497241845917683,0.440170574448777
211,0.341173467405628,0.317236956043859
212,0.423735782308017,0.47787177251469
213,0.337902102685771,0.342349473666061
214,0.569548484236425,0.617047314447431
215,0.33964233701421,0.274351301126641
216,0.284363128281205,0.435880635513388
217,0.402758164821023,0.578536198245414
218,0.304152836540499,0.449490322067251
219,0.301643209437059,0.329829132354271
220,0.31618689617012,0.19749604403001
221,0.293808095024813,0.202668900319172
222,0.499332286484349,0.489945770857923
223,0.400804378926682,0.406815487991765
224,0.513201349147471,0.545816638961589
225,0.401877730952269,0.376361682973288
226,0.489736792260997,0.506568953482772
227,0.460106981027401,0.534005731198925
228,0.48848863198531,0.368540383799763
229,0.262285509162242,0.269907108662864
230,0.207943972868632,0.294619349410107
231,0.540232874124901,0.269932410746432
232,0.628434574493812,0.719336942418405
233,0.48151916255707,0.25227707189638
234,0.322837135052521,0.393575256278334
235,0.234297912563423,0.242557506016617
236,0.281569565912738,0.369910237225437
237,0.343146208023849,0.267104874675008
238,0.486796166261385,0.380676051526511
239,0.429588550096299,0.377289402914035
240,0.382492104606224,0.474519937391826
241,0.378134405905879,0.394659981054515
242,0.585962789455416,0.309420091312173
243,0.368262984912576,0.389102218953787
244,0.350880654225976,0.347403817110368
245,0.462849898550018,0.411762774137094
246,0.359504463510034,0.447383146883552
247,0.322776620780814,0.373730698124776
248,0.421712669349028,0.265294517891445
249,0.511097360626086,0.382536965281054
250,0.333907934929443,0.408049189449952
251,0.333907934929443,0.408049189449952
252,0.533202089042714,0.417643919828841
253,0.490096000413675,0.534929419806015
254,0.259701429945,0.346007984716735
255,0.311470968679889,0.322240313605488
256,0.349565273616345,0.272896392449691
257,0.445258263692838,0.361499165981969
258,0.490298601668782,0.287415028872702
259,0.35377629338221,0.181727207894
260,0.551113614686818,0.421605758784343
261,0.17545955926522,0.217380850415109
262,0.443292161903845,0.450223532546193
263,0.203903125586124,0.200110224319729
264,0.391200136785135,0.350349357395234
265,0.274549216349986,0.425075634532721
266,0.223346689225862,0.368468568444701
267,0.599391526054966,0.443307131298939
268,0.338224140260747,0.320525760132478
269,0.348732046900912,0.334789701155934
270,0.5791451511192,0.467077368766288
271,0.511211721212654,0.699219938808435
272,0.489528045078788,0.628013632619835
273,0.631467839483063,0.615498016294228
274,0.285631547766342,0.349132385714608
275,0.739273613426101,0.823923178956825
276,0.315961652578796,0.336602902992234
277,0.313523635400671,0.285892380279363
278,0.423065147645916,0.518271860778413
279,0.29643651150264,0.372415093801684
280,0.309188822633762,0.407119386487804
281,0.356691426464552,0.490863705438718
282,0.34326905343178,0.458955693987615
283,0.378048378633432,0.448443312421455
284,0.505166050940372,0.564861034897221
285,0.536637894719895,0.35095927533315
286,0.309238294382825,0.39684083744679
287,0.352125739359307,0.394339485682063
288,0.256311715483181,0.263128746296191
289,0.306926934744024,0.368750344890632
290,0.313870820155836,0.265701108427615
291,0.451375974980996,0.482662679329233
292,0.195599041515595,0.338533807657622
293,0.419978040697977,0.398453550574566
294,0.399827606723187,0.318601204994878
295,0.458182140300787,0.383239618151627
296,0.452987523414442,0.346053909639087
297,0.279208734655334,0.287301009177388
298,0.382623771585768,0.33470182020344
299,0.404612730768527,0.368137328088853
300,0.310136752963983,0.385429498853173
301,0.347349310493797,0.336946863939802
302,0.242724381405818,0.244837283865707
303,0.360511460677527,0.281469009131542
304,0.370337344442668,0.320688485547232
305,0.313175192112584,0.2754859353578
306,0.315129670161359,0.252300340783212
307,0.264439119039065,0.273794188302321
308,0.439516896901469,0.486574729498283
309,0.315591792438038,0.245141597039499
310,0.274068237449266,0.211241865082191
311,0.443371170305795,0.308043753928234
312,-0.00166309410451829,-0.00577774776853038
313,0.132473237181494,0.0600526647405535
314,0.0132873112336119,0.0485977666512641
315,0.0513913099107299,-0.00519801485397604
316,-0.0195570061151145,0.0193493405194375
317,0.0543192700059455,0.00430999942736727
318,-0.013259210310243,-0.00057461186886364
319,0.0296735059731357,0.0245469822438023
320,-0.00969884766721823,-0.0239271390796219
321,0.114790789721774,0.0365333750017967
322,-0.0123330813906502,-0.0080203888817107
323,0.0870026677460896,0.0540281584298515
324,0.0266982046756438,-0.00690009803670441
325,0.0564157867590785,0.0207071870674094
326,0.0273461281357887,-0.0405519173714764
327,0.146160607594835,0.0135796889821533
328,0.0537737752174889,-0.0121417270961603
329,0.175910413610258,0.0233570366166828
330,0.0936570449753634,0.0630044943713226
331,0.0543192700059455,0.00430999942736727
332,-0.0172194452111653,-0.0333761700793811
333,0.0136881850198162,0.0108734603003315
334,0.0166609884616848,-0.0339485567456422
335,-0.000400672758240968,-0.0025053320271935
336,0.171186071885349,0.0309990718581433
337,0.171186071885349,0.0309990718581433
338,0.0513913099107299,-0.00519801485397604
339,0.0845038937077738,0.0106612759691161
340,0.0296735059731357,0.0245469822438023
341,0.188545599015514,0.0421081715829648
342,0.17016578760727,0.0265491161278019
343,-0.0256850377364528,-0.0389890805634293
344,0.0135930441109479,-0.0249958379250289
345,0.164228532485309,0.0244259391917946
346,-0.0141551956714687,-0.0349658025826764
347,0.0599150449891783,1.16930266539535e-05
348,0.0273155847950892,0.112948927081579
349,0.0605750961228447,-0.00153291387566297
350,0.0408009238451005,-0.020996175196159
351,0.0599485638265206,0.0105084328152335
352,0.0171175205720413,0.0144271055416416
353,0.148132337243451,0.147877978169919
354,0.10451983670414,0.118515541542473
355,0.057659839916123,0.0138271582052539
356,0.120835853496126,0.156448194021566
357,0.0544849983387832,-0.0222439528309162
358,0.0980980271094461,0.126099756770242
359,-0.0097743187647265,-0.060974959439231
360,0.0599485638265206,0.0105084328152335
361,0.0402140106571767,-0.00084959750253694
362,0.0784532729277046,0.0869930920417436
363,0.1346127800895,0.137003590263097
364,0.0178893567527778,-0.033301664237452
365,0.00793433005919364,-0.0240270536021797
366,0.168529030882258,0.0967892837391922
367,0.00516240129733735,-0.0287181500356066
368,0.0377199676538708,-0.014438287457281
369,0.0173702161429655,-0.0331642139967365
370,0.117582815525411,0.081657871535694
371,0.0485653659890028,0.0421665794641538
372,0.126413046648109,0.108428671079196
373,0.0158668171309215,-0.0306263253216019
374,0.158076198459068,0.0924863351483383
375,0.162339288887444,0.105147107084763
376,0.0623842405877648,-0.011787902505566
377,0.0178893567527778,-0.033301664237452
378,0.0780778771020599,-0.0179595698802844
379,0.00793433005919364,-0.0240270536021797
380,0.0141421564497214,-0.0333180077024224
381,0.0596629456911486,0.0432058368582313
382,0.412622628426762,0.297700691103477
383,0.0959582807293549,0.0357667028150184
384,0.0864150923601985,0.0925760834359205
385,0.050127562585586,0.0492834655726826
386,0.0303269996373823,-0.0166402070603773
387,0.0675525645294143,0.0340208860919398
388,0.0684150209851186,0.023905252242269
389,0.0166173592171297,0.0678148856706146
390,0.0482412488561931,0.03961881015389
391,0.0457044605215997,0.0433770200530827
392,0.0575284537330673,0.0405871636364119
393,0.0597084127171644,0.0270185968727026
394,0.00404068936215973,0.0859275510195602
395,0.10360560649174,0.0639749326217973
396,0.0717477822615905,0.0588056288869537
397,0.0458593495621642,0.124737140034618
398,0.0558722236763916,0.137554118891193
399,0.0484955262377384,0.112530706364339
400,0.0761397740446827,0.168392952127739
401,0.0403979020829554,0.118555516270274
402,0.0851454317715855,0.147318072190625
403,0.187325230415519,0.187023409785783
404,0.0461791931545633,0.0943413390805174
405,0.063500768047318,0.0698379253266994
406,0.0400240006647551,0.0820842853109885
407,0.0610090504336034,0.078453123966186
408,0.0461791931545633,0.0943413390805174
409,-0.00609684864948068,0.00402491902476864
410,0.0363764539193771,0.29765449327871
411,0.0106508321720229,0.0868856179890284
412,0.0086838447777053,-0.0110311589925323
413,0.0248380867216259,-0.0258571507895875
414,0.0174665436998839,-0.0429517995751951
415,-0.0564926010938515,0.160647287676203
416,-0.0421595757749334,0.158710558434568
417,0.0406866748695031,0.0691506269085422
418,0.0194738082877622,0.0116650928271916
419,0.00777277303039658,0.238020066234316
420,0.0248380867216259,-0.0258571507895875
421,-0.0102354838831252,0.00422718544922986
422,0.054448333278917,0.250438190971684
423,-0.0342451776542472,-0.0110018225963908
424,0.147925792171574,0.125866967104992
425,0.0512385714624208,-0.155360477052928
426,0.0706063493193055,0.0974232552520955
427,0.0716105528603655,-0.120236688637568
428,0.0816037923799172,0.0937056180934979
429,0.129065416785775,0.149100953960485
430,0.0233178258016421,-0.134937912738809
431,0.0671565399999178,0.0197462624707947
432,0.026150696704997,-0.155564144816495
433,0.076250551479024,-0.0582209064619868
434,0.0716105528603655,-0.120236688637568
435,0.0511638913041213,-0.126545398737053
436,0.0592285768730664,-0.13128628569996
437,0.0683149331508626,-0.146538562366113
438,-0.0303135396581001,-0.0525315012595589
439,-0.0151204917318409,-0.0513533039937689
440,-0.0378855597117861,-0.0411986945198835
441,0.192666901790035,0.200821625850541
442,0.0117928758662479,-0.00725259002769187
443,0.120607689780486,-0.000801690381296238
444,0.146636986746564,0.142390793556227
445,0.0413703668326606,0.0763595040807735
446,0.222668398847071,0.294797353594663
447,-0.0287410512262098,-0.0335727042261838
448,-0.0665256073218348,0.0675638363530971
449,-0.0344316343053071,-0.0225889761509735
450,-0.0681873909798786,-0.00247041949085699
451,0.000457929202992178,-0.0441274435885816
452,-0.0211263819831425,-0.0466695081793596
453,0.0211791046790347,-0.0260577547412428
454,0.0731780041242764,-0.0179812282095961
455,0.012177657665525,-0.0330329731714359
456,-0.0280697024977243,0.0738117810777861
457,-0.0878991144554382,0.0196000488330348
458,-0.0655757837355484,-0.0376099612261641
459,0.0187904918981235,-0.0288633842164616
460,-0.0614446331418176,0.00650895166818166
461,-0.0103975791229778,-0.0513339304924841
462,0.0330388222517533,-0.00948721373882593
463,0.03137920616746,-0.0290870824140651
464,0.0268021459044687,0.0155213745290062
465,0.0446172340604706,-0.00952463687537539
466,0.0663235150200894,0.0757949608754436
467,0.0529338488583045,-0.019918501105491
468,0.0914648348235339,0.0787898272306049
469,0.0701568749057798,0.0766674064566041
