"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.74035831092319,0.630454666247842,2.78265376915639,4.52053622492442,706,1.0017
"mu_mu_C[1]",1.0469120254201,0.542451306048254,1.05926800589785,1.44789124293648,876,1.0049
"sigma_eps_E",1.09598224593082,0.612834373335719,1.02614057941968,2.03252619421457,610,1.005
"sigma_eps_C",0.439761474178485,0.107808366236132,0.411630434695695,0.933407533703823,1000,1.0012
"phi_E",0.658915672072572,0.1841116338626,0.693481819143413,0.932132537672945,862,1.0026
"phi_C",-0.12317874197273,-0.777392350999193,-0.159594171681736,0.706891100938662,1266,1.0029
"sigma_r_E",0.932320658308424,0.812486146091934,0.929516421792464,1.0628770497934,4052,1.0004
"sigma_r_C",0.772982654893901,0.650003058801327,0.770761892331753,0.909652884724032,2380,1.0009
"r_E",1.16693533373621,0.885184785803863,1.15740636472221,1.51484457574065,3939,1.0005
"r_C",1.71098053659449,1.20850541049458,1.68329227891857,2.36684163694313,2666,1.0005
"sigma_mu_E",8.1442905582704,0.0801938119618152,2.03883795015328,36.0962743644706,2703,1.0004
"sigma_mu_C",9.00661559707031,0.0735198672669726,1.97760187509452,43.2873870245521,3712,1.0003
"sigma_IE",0.19984069877627,0.00555660230620111,0.143102296941856,0.724373611665752,5579,0.9993
"R_G",1.35767108354635,0.717432380905522,1.29192826780566,2.37432581840944,4599,0.9999
"R_G_boat",3.55202298395662,3.2336431585768,3.54994367370634,3.87718052778347,4577,0.9993
"B1",0.269140976756539,-0.0538004332815473,0.267615012945928,0.597124460739139,4872,0.9995
"B2",0.513458361060757,-0.216799325034409,0.507909663780422,1.33845050121476,4144,1.0002
"B1_C",-0.0248170593568163,-0.315726141534357,-0.0243362154250125,0.280420235017441,3868,1.0005
