"fit","data_type","n_obs","n_obs_dropped","n_draws_used","rE_median","R_median","mean_mu","share_poisson","share_nb_overdisp","share_latent","pred_vmr_mean","nb_vmr_mean","ppc_coverage_50","ppc_pit_sd","lever"
"private_boat_all_gear_Dungeness_Kept","trailer",195,0,2000,1.1592976914848,0.2814511797533,12.624,0.0335,0.9019,0.0646,13.543,12.726,0.6821,0.2665,"observation NB over-dispersion dominates: lever is r_E / sigma_r_E prior (T1.5 5a; pair with T1.3)"
