"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.12393762926095,1.22975404281331,3.10123171769774,5.10958987791077,4313,1.0005
"mu_mu_C[1]",-0.180530173473146,-2.39928295692598,-0.0973993254141151,1.74206060522689,4976,1
"sigma_eps_E",0.586837615151689,0.502636462204005,0.584953647048873,0.681847347233964,2077,1.0009
"sigma_eps_C",0.245530254627916,0.14470951280909,0.240763325481634,0.372650772956348,1826,1.0007
"phi_E",0.482932221008965,0.278992382266172,0.487702802610845,0.660863316945821,1014,1.0017
"phi_C",0.815102873340688,0.596506381505152,0.831198883688446,0.942491175542327,1786,1.0007
"sigma_r_E",0.235064831658213,0.195709279316502,0.234420181068097,0.278440616352967,4157,1.0005
"sigma_r_C",1.02950942766059,0.961810714855884,1.02944852243152,1.09852506239288,11024,1.0001
"r_E",18.540768188588,12.8983699102496,18.1974278402523,26.108214070403,4209,1.0005
"r_C",0.94669266147276,0.828667031455044,0.943606080626135,1.08098776414376,10903,1.0001
"sigma_mu_E",0.995419098008815,0.0238664917166979,0.665428120167751,3.8867213799495,4163,1.0026
"sigma_mu_C",1.12447743716421,0.0309210798114532,0.715170048594544,4.79685188699896,5999,1.0013
"sigma_IE",1.06769742212483,0.639223753184789,1.03427174219622,1.68262917667675,10871,1
"R_G",1.27927947857674,1.24385940679519,1.27905159740871,1.31569229361691,11785,0.9998
"R_G_boat",4.48866972046235,1.5459635636348,3.97199972452099,10.4959743044731,12526,0.9999
"B1",0.51026442956964,0.279202066007348,0.51082596843882,0.74031586339993,1899,1
"B2",0.523367104686225,-0.0588338772562554,0.52454954323515,1.12704876715701,3802,0.9999
"B1_C",-0.323828286750757,-0.491679673837865,-0.324613697760455,-0.149234329034784,7586,1.0005
"B2_C",-0.18519791071107,-0.595375735652406,-0.18351124092404,0.218405321872866,6827,1.0003
"gamma_C",-0.00153037113078188,-1.97197974552217,-0.007744904753203,1.95904330928206,15796,0.9998
"kappa_OSP",3.14869588927085,1.66958808860584,2.99237847317971,5.46139040787293,9671,1.0002
"sigma_r_OSP",16.9219951801924,0.0427340085507843,0.992069918083493,21.8207950323864,8251,1.0001
"r_OSP",4005.12178057399,0.00210019147343695,1.016051014976,547.58843494722,9948,0.9998
"f_crab[1]",1,1,1,1,NA,NA
"f_lower[1]",0,0,0,0,NA,NA
