"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1259.3899327954,16.39290496049,120.204950445668,52,-1139.18
"catch",1649,-3164.23553041428,46.7898169929365,45.1922288331239,0,-3119.04
