"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.762057877813505,0.980707395498392,0.498243569131833,0.222079511060125,311,311
"catch",0.742268041237113,0.99029714978775,0.498525621588842,0.277238330534341,1649,1649
