"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.702564102564103,0.98974358974359,0.420416666666667,0.243312840425965,195,195
"catch",0.587786259541985,0.977099236641221,0.508959923664122,0.276477593014741,131,131
