"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27694,40016,33635,48196
"Dungeness_Kept","Expected_Catch",45112,65493,49529,90501
"Dungeness_Kept","Predictive_Catch",NA,65479,49513,90387
