"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,31,0.973933097556216,8.9748,9,507.8484,0.00793144508931713,0.961395330087595,FALSE
2,2500,33,0.96649405139701,8.9756,9,507.5656,0.00949219902218382,0.977946844753273,FALSE
3,2500,21,0.984474028260799,9.3876,10,765.7424,0.00603082679186793,0.954220671158975,FALSE
4,2500,12,0.981755374833146,8.9912,9,509.7744,0.00751056210247925,0.971501919083191,FALSE
