"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.82494092974221,0.0477348524494481,2.88342115958664,5.27863418820226,5257,1.0007
"mu_mu_C[1]",0.662609668021922,-2.19785713915926,0.900267072670993,2.45969443128243,4416,0.9998
"sigma_eps_E",1.02507762641493,0.601700090695257,0.967693415634523,1.7637130656495,2912,1.0017
"sigma_eps_C",0.417188930101616,0.111088412407979,0.396252179374103,0.845241491747772,3460,1.0009
"phi_E",0.740633265789656,0.368657414465778,0.767194142056023,0.953261777343259,3097,1.0009
"phi_C",-0.079598680338146,-0.766015243587685,-0.110054454184378,0.745901069632071,5312,1.0005
"sigma_r_E",1.05407203113817,0.927976039951103,1.05210794397058,1.19113775294041,14677,0.9997
"sigma_r_C",0.77008034217779,0.652914851763646,0.768189941875687,0.900848928663662,9574,1.0001
"r_E",0.911183859420005,0.704816432623736,0.9033985735202,1.16125201417563,14423,0.9998
"r_C",1.7203257493058,1.23224217038671,1.69458269543696,2.34577800119891,9698,1.0001
"sigma_mu_E",1.22635521856671,0.0354412249315427,0.750282860964931,5.67211621185941,5743,1
"sigma_mu_C",1.33157282495699,0.0363710446535933,0.801591097206949,6.18904669409503,6187,1.0008
"sigma_IE",0.200985008948129,0.00514963431165945,0.139412603774036,0.751057733317357,16435,0.9997
"R_G",1.27622693557162,0.690121134724958,1.21482659946184,2.19857274549197,14045,0.9997
"R_G_boat",3.55176696180273,3.23506209026892,3.55033399434487,3.87542758013109,17557,0.9998
"B1",0.640631765273315,0.391567837620497,0.639571274221334,0.898509218418421,13247,0.9999
"B2",0.507838520436635,-0.063266239760004,0.501064135724944,1.12355771218393,13226,0.9997
"B1_C",-0.180969230581923,-0.528262847149652,-0.180702511920998,0.166882796804855,13479,0.9998
"B2_C",-0.0374011864875069,-0.757047565082368,-0.0474788245687222,0.747124104048361,13017,1
"gamma_C",0.00169736407486542,-1.9766301862671,-0.00190905544578293,2.00341486906843,15774,1
"kappa_OSP",3.13283887416712,1.63281089621624,3.00818648707559,5.40111760924987,14416,0.9998
"sigma_r_OSP",0.789772288915895,0.673047996748849,0.78648524055705,0.924535473079094,12463,0.9997
"r_OSP",1.63541408810236,1.1699110490798,1.61666057045681,2.20753667875176,12513,0.9997
"f_crab[1]",0.29946578334649,0.125450278553618,0.293015170155835,0.50834452384224,14393,1
"f_lower[1]",0,0,0,0,NA,NA
