"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",44,-87.2020864844233,6.72423747723981,3.48108675550652,0,-83.72
"catch",17,-52.7553607050257,3.57079201125471,3.60403449503232,1,-49.15
