"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.273), 0.300)",1.33162153262818,0.408645736325748,1.28021727095925,0.018586524635044,1.28001579471955,1.24402607868721,1.31677972180256,0.955,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.643406240241537,0.152189017002438,0.65739201067572,0.313123873035855,0.899119725773316,0.66,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.664144227853527,0.148856399760823,0.679521104088766,0.339129807792643,0.915768792217599,0.667,FALSE
"B1","normal(0, 1.0)",0,1,0.999722408135701,0.0639703050389274,0.998942575220558,0.875481962038245,1.12358962161911,0.936,FALSE
"B2","normal(0, 1.0)",0,1,0.0719132067991865,0.178943393922681,0.0682749444442775,-0.276308858253353,0.424607102047384,0.821,FALSE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.17227836459658,0.900911250481198,3.15478860267524,1.24684006752819,5.19490646486209,0.55,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,-0.0301836386434374,0.993032708092482,0.085532017308165,-2.50286626226859,1.83494473811669,0.503,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.325715048421765,0.0648256380173627,0.321028151605075,0.212006675877004,0.466440525017351,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.286384139033423,0.0554650963460713,0.282501256618078,0.186283620961889,0.406135300262719,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.432454526311821,0.0223731109279612,0.431793043589044,0.390892939084328,0.478587339359085,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.78867062231845,0.0499832419946154,0.786792394835108,0.697902355485579,0.893704390907972,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.07472215275359,1.31743615863284,0.674154318595935,0.0309533827938111,4.52076871195829,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.11954756103053,1.33899814408482,0.702880916759742,0.0320981632336275,4.74168738466096,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.355621126853345,0.0702989526549755,-0.356028615121098,-0.494791090926998,-0.2192355935753,0.93,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.53497508707129,2.38992309368341,4.00333499345864,1.49547987919293,10.7324042925553,0.011,TRUE
