"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.21953882700196,0.908915752023459
2,"2024-12-02","2024-12-08",7,5,6,0.714,0.857,5,50,1,TRUE,0.937942106884397,0.839429660886622
3,"2024-12-09","2024-12-15",7,6,6,0.857,0.857,6,52,0,TRUE,0.946341037645643,0.84319330152117
4,"2024-12-16","2024-12-22",7,4,4,0.571,0.571,4,25,0,TRUE,1.04788996670687,0.941403638392745
5,"2024-12-23","2024-12-29",7,5,5,0.714,0.714,5,51,0,TRUE,0.978313655094185,0.853821232331691
6,"2024-12-30","2024-12-31",2,1,1,0.5,0.5,1,38,0,TRUE,1.21628729698112,1.03779661984014
7,"2025-01-01","2025-01-05",5,4,4,0.8,0.8,4,43,0,TRUE,1.01069673502577,0.923692115045791
8,"2025-01-06","2025-01-12",7,5,5,0.714,0.714,5,81,0,TRUE,0.95548269401527,0.86374104172378
9,"2025-01-13","2025-01-19",7,4,4,0.571,0.571,4,46,0,TRUE,0.989083615430745,0.92007501388646
10,"2025-01-20","2025-01-26",7,5,4,0.714,0.571,5,31,1,TRUE,0.971428677600306,0.993257605104762
11,"2025-01-27","2025-02-02",7,4,4,0.571,0.571,4,26,0,TRUE,1.0012613766975,0.999923274863834
12,"2025-02-03","2025-02-09",7,4,4,0.571,0.571,4,29,0,TRUE,1.07599191064831,1.05804039698564
13,"2025-02-10","2025-02-16",7,4,4,0.571,0.571,4,22,0,TRUE,0.997467125252648,1.07705083378854
14,"2025-02-17","2025-02-23",7,4,4,0.571,0.571,4,18,0,TRUE,1.01843333684016,1.06924866714387
15,"2025-02-24","2025-03-02",7,5,5,0.714,0.714,5,81,1,TRUE,0.993423729312906,0.85966086170698
16,"2025-03-03","2025-03-09",7,5,5,0.714,0.714,15,26,0,TRUE,0.837669417727298,0.982256214564032
17,"2025-03-10","2025-03-16",7,4,4,0.571,0.571,12,30,0,TRUE,0.866204222203096,0.980012268350674
18,"2025-03-17","2025-03-23",7,5,5,0.714,0.714,15,27,0,TRUE,0.831235854434327,0.984860648960987
19,"2025-03-24","2025-03-30",7,4,4,0.571,0.571,12,44,0,TRUE,0.863794468275356,0.916911195356028
20,"2025-03-31","2025-04-06",7,5,5,0.714,0.714,15,58,0,TRUE,0.820518634213363,0.918430848975106
21,"2025-04-07","2025-04-13",7,2,2,0.286,0.286,6,21,0,TRUE,0.926745924975295,0.981577633121293
22,"2025-04-14","2025-04-20",7,2,2,0.286,0.286,4,76,0,TRUE,0.978680037249275,0.84909569538425
23,"2025-04-21","2025-04-27",7,3,3,0.429,0.429,9,24,0,TRUE,0.895421699377767,0.960674691476087
24,"2025-04-28","2025-05-04",7,6,6,0.857,0.857,18,80,0,TRUE,0.806067973823099,0.835379683933745
25,"2025-05-05","2025-05-11",7,1,1,0.143,0.143,3,4,0,TRUE,1.26661400282486,1.11948422578269
26,"2025-05-12","2025-05-18",7,5,5,0.714,0.714,15,58,0,TRUE,0.812369427215256,0.858109410290304
27,"2025-05-19","2025-05-25",7,4,4,0.571,0.571,12,53,0,TRUE,0.849665267784952,0.892891733746161
28,"2025-05-26","2025-06-01",7,0,0,0,0,0,0,0,FALSE,1.34905738239087,1.22954504157441
29,"2025-06-02","2025-06-08",7,4,4,0.571,0.571,12,46,0,TRUE,0.84547535297656,0.90971399062144
30,"2025-06-09","2025-06-15",7,0,0,0,0,0,0,0,FALSE,1.36477930671881,1.22402684882639
31,"2025-06-16","2025-06-22",7,2,2,0.286,0.286,6,28,0,TRUE,0.925445207881483,0.945225865342333
32,"2025-06-23","2025-06-29",7,0,0,0,0,0,0,0,FALSE,1.37565671372842,1.26333381336001
33,"2025-06-30","2025-07-06",7,2,2,0.286,0.286,6,27,0,TRUE,0.913362284602805,1.0315452022463
34,"2025-07-07","2025-07-13",7,0,0,0,0,0,0,0,FALSE,1.3687096515614,1.26274402981887
35,"2025-07-14","2025-07-20",7,3,3,0.429,0.429,9,31,0,TRUE,0.858700957530645,0.923484846232843
36,"2025-07-21","2025-07-27",7,1,1,0.143,0.143,3,8,0,TRUE,1.01014981652787,1.09055919383662
37,"2025-07-28","2025-08-03",7,5,5,0.714,0.714,15,70,0,TRUE,0.817756228460416,0.861454137542208
38,"2025-08-04","2025-08-10",7,2,2,0.286,0.286,6,32,0,TRUE,0.925457612452296,0.901826002405618
39,"2025-08-11","2025-08-17",7,4,4,0.571,0.571,12,57,0,TRUE,0.858752611410859,0.863481591944072
40,"2025-08-18","2025-08-24",7,2,2,0.286,0.286,6,31,0,TRUE,0.93298383612243,0.954653339469551
41,"2025-08-25","2025-08-31",7,4,4,0.571,0.571,12,79,1,TRUE,0.829666106300898,0.861784873594762
42,"2025-09-01","2025-09-07",7,4,4,0.571,0.571,12,59,0,TRUE,0.857704747907413,0.843268545569771
43,"2025-09-08","2025-09-14",7,5,5,0.714,0.714,15,56,0,TRUE,0.812655587404368,0.836524241299214
44,"2025-09-15","2025-09-15",1,0,0,0,0,0,0,0,FALSE,1.46395007803075,1.34487879427298
