"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.186938481931,23.8804536180682,12.3741965313895,0,-548.81
"catch",131,-452.029310911118,9.69007997114351,10.6108393538829,1,-441.42
