"fit","ar_resolution","divergences","divergence_fraction","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","B1_C_rhat","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact","pass_convergence","method_selected"
"shore_ring_net_only_Dungeness_Kept","daily",377,0.0628,0,1.001,1.0003,5862,5883,1.0007,0.0071,0.0213,0.0113,0.0167,TRUE,TRUE,FALSE,TRUE,FALSE,"PE (convergence fail)"
"shore_all_gear_Dungeness_Kept","daily",386,0.0386,0,0.9997,0.9998,6655,5555,0.9998,0.0029,0.0054,0.0066,0.0078,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"private_boat_ring_net_only_Dungeness_Kept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,"PE (insufficient data)"
"private_boat_all_gear_Dungeness_Kept","monthly",61,0.0061,0,1,1.0001,8473,10329,0.9999,2e-04,0.0014,0.0377,0.004,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
