"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.08905758892495,1.11857289528074,3.09527502365289,5.00733172479694,5670,1.0002
"mu_mu_C[1]",-0.170579501888969,-2.45107559026902,-0.0933107063256808,1.7280185932762,5457,0.9999
"sigma_eps_E",0.58641285502175,0.504175340574471,0.584378621404463,0.680581642671786,3175,0.9999
"sigma_eps_C",0.243432296460202,0.143975764817355,0.237867347711772,0.370084508876713,2249,1.0012
"phi_E",0.4795562012795,0.272991946048439,0.485681623111854,0.657054419682822,1604,1.0012
"phi_C",0.819235773039371,0.601295424598068,0.835497484242925,0.94479756248567,2112,1.0025
"sigma_r_E",0.235420984148414,0.196508143536862,0.234771139729129,0.27862758222061,4821,1
"sigma_r_C",1.03008666066962,0.963777205995183,1.03003982376901,1.09953614068656,12722,0.9999
"r_E",18.4797860106812,12.8810654584333,18.1430621454676,25.896370201775,4973,1
"r_C",0.945595241221573,0.827143730909593,0.942523024916947,1.07658096942725,12406,0.9999
"sigma_mu_E",1.02267596528878,0.0290768621881546,0.680830084004933,4.16562377581595,5653,1.0002
"sigma_mu_C",1.15340545887038,0.0298569557278799,0.711468709470905,5.21854924827032,7173,1.0003
"sigma_IE",1.06112001120984,0.647353370124063,1.02684862869755,1.65947008547678,15283,0.9998
"R_G",1.27977213930371,1.24372279361228,1.27980176870491,1.31596139838714,21842,0.9999
"R_G_boat",4.55312813069663,1.49164438534416,4.00219003729642,10.7236125864529,13296,0.9999
"B1",0.517284184370995,0.284752246189868,0.518427203873425,0.745839657899041,3921,1.0013
"B2",0.513012821346819,-0.0832714409101893,0.515273012989341,1.09501502022073,6475,1.0008
"B1_C",-0.325991285824157,-0.496026943104246,-0.327764712296417,-0.15180061148107,11145,0.9998
