"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1259.01058089931,16.1551505681262,119.538190224319,51,-1139.47
"catch",1649,-3164.16921120794,46.7903630415595,44.780620550291,0,-3119.39
