"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.67064903524392,-0.0107889468861795,2.7061012913278,5.11504257838534,6414,1
"mu_mu_C[1]",0.634104079675718,-2.21632521931788,0.873622792743347,2.3823757383417,4766,1.0003
"sigma_eps_E",1.03213200009904,0.584014782530179,0.978445006817084,1.78603598043026,3368,1.0008
"sigma_eps_C",0.424511642898986,0.105392407330113,0.402285624405211,0.851855638398966,3429,1.0012
"phi_E",0.674426919559129,0.227052164695273,0.706445723338978,0.942315939536362,3975,1.0005
"phi_C",-0.123161151437231,-0.776665362629132,-0.16164537230348,0.691185367211436,5659,1.0004
"sigma_r_E",0.930343990573253,0.814537232079697,0.927825101019854,1.05979816017363,17364,0.9998
"sigma_r_C",0.772327009576664,0.65003153909117,0.770352583021622,0.907227686740818,12927,1
"r_E",1.17145832681552,0.890335474067498,1.16162985424202,1.50722510638329,17566,0.9998
"r_C",1.71285183919548,1.2149751879864,1.68508151584102,2.36663423581898,12733,0.9998
"sigma_mu_E",1.23466150645891,0.0313798338111861,0.739841636899303,5.73798893409072,8187,1.0001
"sigma_mu_C",1.29543882545773,0.0307861940503068,0.783842968509915,5.85451275670343,7377,0.9999
"sigma_IE",0.201218087132221,0.00523806047310422,0.135905431919723,0.757414068966353,15913,0.9998
"R_G",1.56516468164432,0.818449407378285,1.50140055482209,2.68641784110092,18134,0.9998
"R_G_boat",3.55325609666588,3.24087057942198,3.55177641159804,3.87950468385042,19312,0.9998
"B1",0.263138938126249,-0.0487154629681971,0.26358915237644,0.57484882430227,15889,1.0001
"B2",0.533614366261715,-0.190374467622802,0.526752460237802,1.29148823087778,15264,0.9997
"B1_C",-0.00828993738315975,-0.316109426953295,-0.00759876352602853,0.29913113491462,15454,0.9999
