"draw","C_sum","C_expected_sum","E_sum"
1,18213,18150.3430771459,23015.986800915
15,19623,19914.7990695917,21892.4414025238
27,20114,20275.722297444,23144.5319128696
36,19443,19532.5190108547,22797.1558480791
48,21719,21635.7814449045,25235.4029202391
50,22943,22926.6733033321,25847.0543159572
51,22826,22862.1398349351,25170.7946326327
54,19698,19655.4957802606,23473.8568228981
57,18900,18994.5301730903,23005.9295835503
58,19557,19504.6318601821,21981.7328992943
62,19743,19834.3103532443,24055.4665609149
63,22681,22643.7774895259,27252.67669052
68,21079,21192.8629329163,26329.6957995507
69,20120,20140.2549106274,23170.6660423516
74,21467,21411.4712793098,24595.4383469935
78,20977,21095.929731579,24561.3158155273
81,21182,21192.04607903,25342.6756959614
87,21190,21065.0953552444,24694.894229522
91,19823,20030.7817742447,22862.4965685377
114,19898,20091.9565593572,22249.6335768874
117,22551,22494.6699323321,26297.8589289293
123,20407,20468.3013317896,24535.2031059267
124,23708,23426.8237227335,24396.4122288016
135,18013,18058.4477650737,21932.4041336002
148,19151,19073.9218722551,23705.111507623
153,20835,20974.9081248765,25715.1808296369
155,23658,23541.7903710204,26911.7336530406
156,19868,19998.1938979542,23007.0222198446
165,21472,21410.8758696446,23737.8236929102
167,19880,20043.055158912,23159.1544431842
176,23144,23056.0416279311,25769.4383827489
180,20485,20364.106743712,24636.5555120434
188,21661,21658.9782211896,25029.1737000794
189,18346,18364.4918634416,22028.3326875044
190,19164,19300.0942139603,21502.535222639
191,18607,18600.6767043481,22422.5686036916
193,19466,19389.005807797,22802.7477182311
196,19942,19835.5269145787,23357.9954524881
205,22690,22669.0624364406,24606.0060066299
209,20506,20535.5502215429,24135.9609956572
212,21015,21155.895176873,24563.9675005058
217,24410,24400.3229852357,26700.0634243394
235,21535,21841.8714313323,24308.9085045005
238,21449,21647.3737246159,23437.4420410286
247,21642,21614.9417580262,24874.8345167036
249,18676,18628.9385680729,21766.2158216217
257,21435,21430.2849850297,24484.7458720288
258,22366,22610.7341894088,25746.182431726
262,20388,20284.2873043032,23889.1257577821
263,20656,20558.6687893949,25418.6168287395
268,18787,18671.6323811101,23862.6255968479
272,19503,19491.0753513341,23325.4854248374
274,18806,18687.6071563144,22194.4407139241
275,19050,19206.9078971682,23199.8581686532
296,19206,18939.7417449313,21190.6935106394
303,20654,20688.8134949116,24756.0993620599
304,18690,18514.5833663597,23153.1519396138
320,21600,21662.098953011,25520.5215446092
323,19548,19590.2309592376,23249.9717602157
326,21019,20997.7227013401,24685.2306939587
345,17418,17435.6485872971,22124.0421981932
346,22362,22528.3763332898,25280.534131764
348,20798,20784.1910946096,22498.3117751929
351,19066,19208.3436297755,24259.3628667992
356,19934,19795.3005625761,22504.2967360758
360,19505,19683.1856123958,24549.2151678323
