"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-12-01","2024-12-01",1,0.424200296583759,-0.0718841169982118,0.93835834533494,0.475377960044145,0.0732231387830801,0.89558533257089
2,"2024-12-02","2024-12-02",1,0.170596617207117,-0.927482122584056,1.25606059144665,0.454952694061911,-0.0841132936836516,0.984756381616379
3,"2024-12-03","2024-12-03",1,-0.00837520522626692,-0.571710495781219,0.566003890808538,0.508131743740081,0.0615384992675813,0.988703663409508
4,"2024-12-04","2024-12-04",1,0.031228048694628,-0.514376307914091,0.57284495909459,0.525209598453621,0.0995765411573886,0.981368816435985
5,"2024-12-05","2024-12-05",1,-0.283492144332138,-0.86435308256125,0.284955889600492,0.447691743917545,-0.031730505803115,0.919332539634677
6,"2024-12-06","2024-12-06",1,-0.462002511088109,-1.00735268132108,0.105292529128531,0.568138262475732,0.125584160356864,1.06579409194827
7,"2024-12-07","2024-12-07",1,-0.380181630339885,-0.917202677391666,0.206995292672199,0.462782646388509,-0.0976906172615022,1.01314955019115
8,"2024-12-08","2024-12-08",1,-0.206095388896817,-1.36099891932804,0.98803547447476,0.398020894420015,-0.255369854332889,1.01845425987851
9,"2024-12-09","2024-12-09",1,-0.142962755334677,-1.30655645115032,1.01386158859501,0.352338201965917,-0.309016546619447,0.941316758054433
10,"2024-12-10","2024-12-10",1,-0.185112136274256,-0.766238394948943,0.390575925371927,0.312204549827101,-0.264889772177241,0.844977017683181
11,"2024-12-11","2024-12-11",1,-0.242222714701665,-0.831392600854142,0.346963054450161,0.441643877377542,-0.0532623962637271,0.936595547138885
12,"2024-12-12","2024-12-12",1,0.194817289128565,-0.328007363860463,0.722295563922007,0.564995269783605,0.138357944449522,1.01302756891246
13,"2024-12-13","2024-12-13",1,-0.555166627461505,-1.13551294166589,0.0217999487142139,0.665259173421032,0.215615872869056,1.15433245310046
14,"2024-12-14","2024-12-14",1,-0.254827645121917,-0.785788248874331,0.300774502365201,0.68209217115787,0.218489820270624,1.20587014666661
15,"2024-12-15","2024-12-15",1,-0.297055723841103,-0.858805863579398,0.256672100144842,0.482210833862137,-0.127527124534241,1.03976694290609
16,"2024-12-16","2024-12-16",1,-0.117945858222882,-1.28856344880403,1.0539450050709,0.492361393823833,-0.186574035636697,1.12463110832604
17,"2024-12-17","2024-12-17",1,-0.0104164253248637,-1.18158050598924,1.15706516139128,0.522764902994925,-0.118231821787693,1.1577312380168
18,"2024-12-18","2024-12-18",1,0.0780465190426106,-0.472742814498357,0.648207411949115,0.581540775131833,0.0655764932978815,1.1589193005519
