"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.755627009646302,0.983922829581994,0.500872186495177,0.223349158753394,311,311
"catch",0.735597331716192,0.989690721649485,0.498558975136446,0.277481333369341,1649,1649
