"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-09-16","2024-09-16",1,-0.000289569062847063,-0.731692045819234,0.739663896312127,-0.000127080407474574,-0.301115421774184,0.252079884236357
2,"2024-09-17","2024-09-17",1,0.0269746408277641,-0.381683875028331,0.579200247696143,-0.0125553454456858,-0.299898103034134,0.195363215364788
3,"2024-09-18","2024-09-18",1,0.0295817485660122,-0.376469244560589,0.592009137435407,-0.00676119129450853,-0.297762314958713,0.217748095612618
4,"2024-09-19","2024-09-19",1,0.125067151599365,-0.201088036631985,0.942833670661397,-0.0171290731184632,-0.321128012082795,0.195986349248022
5,"2024-09-20","2024-09-20",1,-0.0147837644033903,-0.548885557794599,0.475090930960419,-0.0060889868335015,-0.289562564637021,0.191421667298584
6,"2024-09-21","2024-09-21",1,0.0339018550611679,-0.372432480818025,0.585166722100215,-0.0133428101208513,-0.26719808364383,0.165760347369849
7,"2024-09-22","2024-09-22",1,0.0123163405733085,-0.563888504184842,0.74591032355327,0.000638290461721742,-0.275307069692843,0.247327543800267
8,"2024-09-23","2024-09-23",1,0.0229514350181486,-0.547743838118381,0.813642851614012,-0.00312903264117619,-0.253908553778891,0.266967566770724
9,"2024-09-24","2024-09-24",1,0.098918205063984,-0.240248467668623,0.809683467407273,0.0110535951643742,-0.19428161135264,0.26485944888769
10,"2024-09-25","2024-09-25",1,-0.0508977977445633,-0.780509057469531,0.402346453459893,0.00210983851000266,-0.211597265776114,0.283109586198139
11,"2024-09-26","2024-09-26",1,-0.00254996036931525,-0.71960796879649,0.638873658700478,0.00409779302232409,-0.246669939131744,0.264892443041035
12,"2024-09-27","2024-09-27",1,-0.00686286893341067,-0.485217198524031,0.51027174953132,-0.00350297314274835,-0.227520476610819,0.225024948557551
13,"2024-09-28","2024-09-28",1,0.117734829367026,-0.242719166798247,0.907080001369385,-0.0133804797631474,-0.223425413142112,0.17498903222797
14,"2024-09-29","2024-09-29",1,0.0240490484664861,-0.525439821941373,0.977741413303038,-0.00361872351527579,-0.268977686795683,0.262538898971294
15,"2024-09-30","2024-09-30",1,0.0232802299420414,-0.574551595814218,0.753936387062048,0.00172514248473344,-0.267716393827867,0.245587401816246
16,"2024-10-01","2024-10-01",1,0.0313733480542432,-0.389938907543729,0.581847579012512,-0.00517356170203282,-0.248858497935711,0.227406682719634
17,"2024-10-02","2024-10-02",1,0.00937209844624659,-0.520042743277619,0.76203486998107,-0.00261306554572946,-0.254348558928522,0.252833340961635
18,"2024-10-03","2024-10-03",1,0.0931266394047588,-0.258075621741697,0.800142960529973,-0.00120932378739261,-0.239250571976976,0.211567615383338
19,"2024-10-04","2024-10-04",1,-0.00831243948151891,-0.665963305758598,0.497281138650324,0.00594275530538352,-0.197775312743154,0.276467988804406
20,"2024-10-05","2024-10-05",1,0.109737343557455,-0.240150338766949,0.840420098199117,0.010160272777937,-0.180706947008641,0.250338964241419
21,"2024-10-06","2024-10-06",1,0.0262865004041157,-0.517555621482166,0.776117686944447,0.00359696710728519,-0.228994419028219,0.290841782802605
22,"2024-10-07","2024-10-07",1,0.0186953729218416,-0.580929836238478,0.695781609876906,0.00491753234013815,-0.22564171496412,0.319582553860706
23,"2024-10-08","2024-10-08",1,0.0175508387447309,-0.427690663168022,0.583331842796817,0.0534923893381503,-0.127500936512798,0.399664991809948
24,"2024-10-09","2024-10-09",1,0.0140782413342804,-0.444094816869087,0.519575073328979,0.026524584450324,-0.142290522645181,0.370949287267283
25,"2024-10-10","2024-10-10",1,5.06799281432639e-06,-0.705708298463308,0.549103395945642,0.0125256690407795,-0.232460124171905,0.315596268362924
26,"2024-10-11","2024-10-11",1,-0.0778402195913198,-1.01040988536544,0.321217328028424,0.00057098066806424,-0.225129655549579,0.269189397327543
27,"2024-10-12","2024-10-12",1,0.0417424288519447,-0.297972427982897,0.70562196022346,0.00014648954563111,-0.236356139010897,0.236522811808898
28,"2024-10-13","2024-10-13",1,0.0813135073350886,-0.264815929793694,0.771767445509232,0.018836511433264,-0.179283588030485,0.284552998818817
29,"2024-10-14","2024-10-14",1,0.00824451854986854,-0.514874565884771,0.749967217743326,-0.000832832379869945,-0.24694308834629,0.267183736370061
30,"2024-10-15","2024-10-15",1,0.016986967069111,-0.403181702780289,0.551752635721121,0.0059680802274086,-0.212033300202056,0.233699823171807
31,"2024-10-16","2024-10-16",1,0.061652601788166,-0.303473104583621,0.665156371925813,-0.0140097526185791,-0.259740668106979,0.187046243054115
32,"2024-10-17","2024-10-17",1,0.086807285437008,-0.24900587961429,0.769451781776485,0.0134216984408714,-0.179463680133279,0.249600424333914
33,"2024-10-18","2024-10-18",1,0.022590049132146,-0.394065531220323,0.556309904165893,-0.00610131088606109,-0.258848457440342,0.183939016386078
34,"2024-10-19","2024-10-19",1,0.0732632964521892,-0.27539403846178,0.73924328863137,-0.0750280470856494,-0.409315870134682,0.0885448294995036
35,"2024-10-20","2024-10-20",1,0.00494799028057881,-0.523013843061392,0.728812734095397,-0.021134481606993,-0.394647375979576,0.230467932870512
36,"2024-10-21","2024-10-21",1,0.00542372568064368,-0.401781270648942,0.53819708206417,-0.0596322950992682,-0.435190426689638,0.0807168720157974
37,"2024-10-22","2024-10-22",1,-0.00421573700629251,-0.476093917018844,0.469045038899638,-0.0108152762762258,-0.313639171739372,0.187807018996672
38,"2024-10-23","2024-10-23",1,0.0236480882330731,-0.417260860827972,0.569679709020113,-0.00167628403487726,-0.255864308442576,0.237445477081727
39,"2024-10-24","2024-10-24",1,-0.0198402976883228,-0.601693445724554,0.378104480731165,0.0153154188521844,-0.19409996402573,0.303517737421436
40,"2024-10-25","2024-10-25",1,-0.14626554892559,-1.56843813618967,0.229087607668857,0.00348883944195658,-0.217310478560584,0.308510389116302
41,"2024-10-26","2024-10-26",1,-0.0482722560716904,-0.651806607140861,0.365750092095579,-0.00495484971302056,-0.227864724598293,0.231064771889415
42,"2024-10-27","2024-10-27",1,-0.113961024570819,-0.901581636189682,0.258870153323748,0.00474566979371824,-0.231645536641565,0.247966934311367
43,"2024-10-28","2024-10-28",1,-0.0389080883593764,-0.883815052711081,0.503864490777038,0.00330513978022865,-0.263693489644684,0.277962190877746
44,"2024-10-29","2024-10-29",1,-0.0149039304565022,-0.871043235915784,0.686710233797793,-0.00105125772644045,-0.265075945207082,0.281464898118727
45,"2024-10-30","2024-10-30",1,-0.0458268031366801,-0.759269228241248,0.307083279589946,0.000532206566195109,-0.24283225638695,0.281735875622487
46,"2024-10-31","2024-10-31",1,-0.063144314943227,-0.900616586922975,0.290536314430568,0.0136480849563767,-0.207314175528525,0.31362387953625
47,"2024-11-01","2024-11-01",1,-0.00964849002329687,-0.533639426764596,0.41320676924867,0.0256629492102455,-0.14097698097787,0.339571226870806
48,"2024-11-02","2024-11-02",1,0.0891770453154285,-0.260139589422332,0.853320027281192,-0.0207906490439763,-0.26783928017714,0.146724607618749
49,"2024-11-03","2024-11-03",1,-0.00619591749058736,-0.628793370739104,0.625127308896647,0.000642406773007207,-0.266825703128791,0.252558220536159
50,"2024-11-04","2024-11-04",1,-0.00783038820402956,-0.795212513501585,0.707319127870061,0.000336314808174746,-0.264130431830461,0.251340205851637
51,"2024-11-05","2024-11-05",1,-0.128569125615306,-1.134856422187,0.25218403791247,-0.00656380973739246,-0.293826004639084,0.211569107452818
52,"2024-11-06","2024-11-06",1,-0.0792847722383747,-0.759860623451662,0.30518533472711,-0.00131269997513566,-0.241548602725165,0.253232040094033
53,"2024-11-07","2024-11-07",1,-0.0148763311218182,-0.545074083216741,0.399564399372223,0.00271427453209109,-0.237284918319599,0.276482917036136
