"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.09887732920531,1.31907412031891,3.11119581979632,5.03098838443076,2373,1.0028
"mu_mu_C[1]",-0.120388389206687,-2.10208414121241,0.131348663764349,1.70657318627284,22,1.1099
"sigma_eps_E",0.234535677838409,0.0102104493178116,0.243630014592604,0.572793300916226,114,1.0491
"sigma_eps_C",0.111794956895481,0.00616358358784625,0.110906910220208,0.218169352558206,14,1.1367
"phi_E",0.166607019067179,-0.630728680908529,0.152058676407649,0.817807006953796,177,1.026
"phi_C",0.19262505377259,-0.629676591064078,0.219224940463871,0.796497988143059,2745,1.0016
"sigma_r_E",0.502262094445909,0.182985427369126,0.518763291390847,0.678894827301339,122,1.0408
"sigma_r_C",0.776597306638786,0.700833896587424,0.780416516324662,0.849458776993936,1727,1.0062
"r_E",24.3288036385067,2.16967663321778,3.71587867704361,29.8653077469657,1759,1.0033
"r_C",1.66895667330089,1.3858473155185,1.64190148835881,2.03596263624144,862,1.0089
"sigma_mu_E",0.958611160830953,0.0332519539730244,0.510390368690901,4.62641339015064,48,1.04
"sigma_mu_C",2.14390324555225,0.0397318229522776,0.948193718099807,7.65470847947441,4,1.7204
"sigma_IE",0.173115439422447,0.0071474005615915,0.103070844194437,0.667531439419584,51,1.0393
"R_G",1.31185601732375,1.25133072601634,1.31571666559495,1.38172232683126,6,1.3308
"R_G_boat",4.83290551571867,1.52161318483126,4.61324467381599,10.6549990907362,148,1.0208
"B1",0.470289721707506,0.106702328065787,0.487045971691567,0.771393378380021,28,1.0669
"B2",0.0901128457218742,-0.826400589695331,0.0525217374482232,1.19216121509369,384,1.0111
"B1_C",-0.171856192286907,-0.345385697099671,-0.154680428384941,-0.00738760532944448,407,1.016
