"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35342,44156,40194,49336
"Dungeness_Kept","Expected_Catch",71157,83035,70527,102302
"Dungeness_Kept","Predictive_Catch",NA,83004,70461,102438
