"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-09-16","2024-09-16",1,0,0,0,0,0,0,0,FALSE,1.21097146258429,0.511632196873634
2,"2024-09-17","2024-09-17",1,1,1,1,1,1,4,0,TRUE,0.953479164169474,0.47436764596381
3,"2024-09-18","2024-09-18",1,1,1,1,1,1,4,0,TRUE,0.907463582343453,0.479077350197011
4,"2024-09-19","2024-09-19",1,1,1,1,1,1,3,0,TRUE,1.1716323041603,0.479601269870416
5,"2024-09-20","2024-09-20",1,1,1,1,1,1,7,0,TRUE,0.893221940320289,0.472153450652325
6,"2024-09-21","2024-09-21",1,1,1,1,1,1,22,0,TRUE,0.886515940684396,0.431147225431822
7,"2024-09-22","2024-09-22",1,0,0,0,0,0,0,0,FALSE,1.21873115477473,0.552205871888216
8,"2024-09-23","2024-09-23",1,0,0,0,0,0,0,0,FALSE,1.2223533106863,0.49155483789938
9,"2024-09-24","2024-09-24",1,1,1,1,1,1,11,0,TRUE,0.968746102332798,0.427004488639274
10,"2024-09-25","2024-09-25",1,1,1,1,1,1,7,0,TRUE,1.07345145241705,0.572258435996338
11,"2024-09-26","2024-09-26",1,0,0,0,0,0,0,0,FALSE,1.2140995358574,0.527039566234504
12,"2024-09-27","2024-09-27",1,1,1,1,1,1,12,0,TRUE,0.92614809024968,0.50164991257158
13,"2024-09-28","2024-09-28",1,1,1,1,1,1,36,0,TRUE,1.04515725294362,0.381036044295559
14,"2024-09-29","2024-09-29",1,0,0,0,0,0,0,0,FALSE,1.21261828238587,0.479076497651662
15,"2024-09-30","2024-09-30",1,0,0,0,0,0,0,0,FALSE,1.40459470383344,0.538660734898849
16,"2024-10-01","2024-10-01",1,1,1,1,1,1,11,0,TRUE,0.93843687377122,0.501322333279051
17,"2024-10-02","2024-10-02",1,0,0,0,0,0,0,0,FALSE,1.15042160122332,0.482537957659995
18,"2024-10-03","2024-10-03",1,1,1,1,1,1,14,0,TRUE,0.961818532553927,0.428027431574547
19,"2024-10-04","2024-10-04",1,1,1,1,1,1,6,0,TRUE,1.16944033499507,0.460119515202091
20,"2024-10-05","2024-10-05",1,1,1,1,1,1,20,0,TRUE,1.00306049337629,0.399644693765829
21,"2024-10-06","2024-10-06",1,0,0,0,0,0,0,0,FALSE,1.24873395361377,0.488872561286472
22,"2024-10-07","2024-10-07",1,0,0,0,0,0,0,0,FALSE,1.25803883949268,0.507791214851847
