"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.634615384615385,0.961538461538462,0.511658653846154,0.258401207222859,52,52
"catch",0.57097288676236,0.985645933014354,0.508682216905901,0.296718929281499,627,627
