"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.692307692307692,0.984615384615385,0.494769230769231,0.26873557492224,195,195
"catch",0.610687022900763,0.99236641221374,0.510629770992366,0.274693551895606,131,131
