"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-09-16","2024-09-16",1,0,0,0,0,0,0,0,FALSE,1.39829828245431,0.523172258044356
2,"2024-09-17","2024-09-17",1,1,1,1,1,1,4,0,TRUE,0.985735002838241,0.493700655454076
3,"2024-09-18","2024-09-18",1,1,1,1,1,1,4,0,TRUE,0.953146031225661,0.494319409852842
4,"2024-09-19","2024-09-19",1,1,1,1,1,1,3,0,TRUE,1.12167946903195,0.501680787668369
5,"2024-09-20","2024-09-20",1,1,1,1,1,1,7,0,TRUE,0.989429825974983,0.491823877856071
6,"2024-09-21","2024-09-21",1,1,1,1,1,1,22,0,TRUE,0.950517066014762,0.421727099301867
7,"2024-09-22","2024-09-22",1,0,0,0,0,0,0,0,FALSE,1.34916967651293,0.511532371105214
8,"2024-09-23","2024-09-23",1,0,0,0,0,0,0,0,FALSE,1.34001713193175,0.512513247660256
9,"2024-09-24","2024-09-24",1,1,1,1,1,1,11,0,TRUE,1.15456258720344,0.450212318254676
10,"2024-09-25","2024-09-25",1,1,1,1,1,1,7,0,TRUE,1.18511056997197,0.459405805777649
11,"2024-09-26","2024-09-26",1,0,0,0,0,0,0,0,FALSE,1.26369482011079,0.502928597417546
12,"2024-09-27","2024-09-27",1,1,1,1,1,1,12,0,TRUE,0.966415367237666,0.441218066457687
13,"2024-09-28","2024-09-28",1,1,1,1,1,1,36,0,TRUE,1.12744768533403,0.388007902574924
14,"2024-09-29","2024-09-29",1,0,0,0,0,0,0,0,FALSE,1.42699163479092,0.483151912690767
15,"2024-09-30","2024-09-30",1,0,0,0,0,0,0,0,FALSE,1.39691144193216,0.508258941281623
16,"2024-10-01","2024-10-01",1,1,1,1,1,1,11,0,TRUE,0.995037920141908,0.447568405717108
17,"2024-10-02","2024-10-02",1,0,0,0,0,0,0,0,FALSE,1.38446432949834,0.504185559284049
18,"2024-10-03","2024-10-03",1,1,1,1,1,1,14,0,TRUE,1.06037109013049,0.459754638960592
19,"2024-10-04","2024-10-04",1,1,1,1,1,1,6,0,TRUE,1.00697636353909,0.45191883287549
20,"2024-10-05","2024-10-05",1,1,1,1,1,1,20,0,TRUE,1.08562851639671,0.425080795170981
21,"2024-10-06","2024-10-06",1,0,0,0,0,0,0,0,FALSE,1.35140081890803,0.496895517634417
22,"2024-10-07","2024-10-07",1,0,0,0,0,0,0,0,FALSE,1.37976413851148,0.522013079294738
23,"2024-10-08","2024-10-08",1,1,1,1,1,1,6,0,TRUE,0.95365223500633,0.48992967780183
24,"2024-10-09","2024-10-09",1,1,1,1,1,1,7,0,TRUE,0.947932852330953,0.485143009046784
25,"2024-10-10","2024-10-10",1,0,0,0,0,0,0,0,FALSE,1.33090038642228,0.521643802566656
26,"2024-10-11","2024-10-11",1,1,1,1,1,1,4,0,TRUE,1.30426249199356,0.490780244693516
27,"2024-10-12","2024-10-12",1,1,1,1,1,1,12,0,TRUE,1.00653535256098,0.463517956457007
