"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.65876515144507,0.0502323724525996,2.70900003843313,5.08302947539719,7878,1
"mu_mu_C[1]",0.63481215240029,-2.25975071926408,0.863782851601999,2.48040052674031,5065,1.0003
"sigma_eps_E",1.02808359655093,0.586627538584012,0.974390618550373,1.77398263051699,3949,1.0017
"sigma_eps_C",0.424017805608477,0.104237231148618,0.404761915912986,0.861497731521929,3398,1.0011
"phi_E",0.675135264669644,0.229366339293037,0.707829557472702,0.937561632600688,4631,1.0009
"phi_C",-0.1184038504838,-0.775050186918985,-0.153807919072151,0.708892736648206,6198,1.0003
"sigma_r_E",0.929831816134648,0.815845932814391,0.927085808154216,1.05906514995789,17117,0.9999
"sigma_r_C",0.772670972097368,0.654760844254265,0.77015344988639,0.90954747589376,10399,1.0001
"r_E",1.17203306396766,0.891568356859714,1.16348324673389,1.50239349471093,17754,0.9999
"r_C",1.71053640652629,1.20878554596848,1.68595302787859,2.33256954096572,11075,0.9999
"sigma_mu_E",1.2505315492563,0.0309056379507876,0.737647656475103,5.87326249589464,7562,1.0002
"sigma_mu_C",1.37964870692536,0.0334336769870305,0.785225015555097,6.35202764587576,5524,1.0002
"sigma_IE",0.200806559193652,0.00520598680088762,0.137256380581623,0.737131464959916,17290,0.9999
"R_G",1.33649883564174,0.719216272662135,1.27699451295492,2.29597290535864,17288,1
"R_G_boat",3.55248687526927,3.23759743457243,3.54940657421342,3.87853475074624,21987,0.9998
"B1",0.262677342387129,-0.0581355564710946,0.263738182166881,0.577914850760384,18147,0.9998
"B2",0.533804826335143,-0.199694779766884,0.522463334863372,1.32381679214005,17763,1
"B1_C",-0.0100273074252607,-0.306428848213788,-0.0110538245998687,0.289481932552019,17506,0.9997
