"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.280), 0.300)",1.33891566068316,0.410884145856417,1.27935951522928,0.0184640257623604,1.27913126248265,1.24347207265368,1.31579068032848,0.955,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.483283570661698,0.0981118386152377,0.489363098911599,0.273780700162207,0.657047819807901,0.781,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.817558802648989,0.0879270517201218,0.832291912859007,0.603707911620237,0.942641386818427,0.803,FALSE
"B1","normal(0, 1.0)",0,1,0.509729414685307,0.11713791731406,0.51074419762056,0.278938523713833,0.739039788963349,0.883,FALSE
"B2","normal(0, 1.0)",0,1,0.521999209890283,0.303009487930935,0.523092355703257,-0.0676253741149913,1.10681558907743,0.697,FALSE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.10697615528619,0.81803559307929,3.09667064657541,1.347417334301,4.94072397045003,0.591,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,-0.162827997660122,0.902583230692032,-0.09303677002605,-2.31939215164143,1.65897509363747,0.549,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.586793562374591,0.0464344615640469,0.58456592396352,0.500662835953044,0.684231037703854,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.244680376714442,0.058005148765571,0.240268507320791,0.145201223904712,0.369931029188971,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.235019932837925,0.0209047767853913,0.234013903072962,0.195843963336537,0.277636694417344,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,1.03004772821249,0.0343251900799724,1.02941703976451,0.96432056799465,1.09964061416881,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,0.965281525885457,0.959600669629035,0.667317684470337,0.0295630829211564,3.79126251959564,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.08889486165086,1.28005898454173,0.694479998565178,0.0275810378978823,4.85744164068318,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.326939954664987,0.0898737151160712,-0.327357321499599,-0.499214498024095,-0.146348702244241,0.91,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.52514018631112,2.43451547388077,3.99088913144363,1.4627841310262,10.7663673226549,-0.008,TRUE
