"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35342,38194,35230,42272
"Dungeness_Kept","Expected_Catch",71157,77887,65504,96821
"Dungeness_Kept","Predictive_Catch",NA,77889,65519,96917
