"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.682051282051282,0.984615384615385,0.494153846153846,0.268638142721434,195,195
"catch",0.633587786259542,0.99236641221374,0.509198473282443,0.274753651402833,131,131
