"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-548.981587759498,22.9952031779623,28.2312379182967,4,-520.75
"catch",131,-454.840406214649,9.57525207915533,9.44774633038596,0,-445.39
