"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-09-16","2024-09-16",1,0,0,0,0,0,0,0,FALSE,1.10773460005625,0.515857787327713
2,"2024-09-17","2024-09-17",1,1,1,1,1,1,4,0,TRUE,0.921501939464736,0.493864094497577
3,"2024-09-18","2024-09-18",1,1,1,1,1,1,4,0,TRUE,0.91270414400526,0.480644896585701
4,"2024-09-19","2024-09-19",1,1,1,1,1,1,3,0,TRUE,0.952036223900078,0.480075792822612
5,"2024-09-20","2024-09-20",1,1,1,1,1,1,7,0,TRUE,0.92404432916656,0.458019344334111
6,"2024-09-21","2024-09-21",1,1,1,1,1,1,22,0,TRUE,0.910046878760885,0.41436408639109
7,"2024-09-22","2024-09-22",1,0,0,0,0,0,0,0,FALSE,1.07346619897324,0.484644137538975
8,"2024-09-23","2024-09-23",1,0,0,0,0,0,0,0,FALSE,1.10071281634868,0.488555413308103
9,"2024-09-24","2024-09-24",1,1,1,1,1,1,11,0,TRUE,0.944595635677469,0.448549994185453
10,"2024-09-25","2024-09-25",1,1,1,1,1,1,7,0,TRUE,1.0075510166236,0.453239028226856
11,"2024-09-26","2024-09-26",1,0,0,0,0,0,0,0,FALSE,1.08853284116946,0.47835725039714
12,"2024-09-27","2024-09-27",1,1,1,1,1,1,12,0,TRUE,0.916920604306256,0.434185853161617
13,"2024-09-28","2024-09-28",1,1,1,1,1,1,36,0,TRUE,0.938911355899297,0.377046017567127
14,"2024-09-29","2024-09-29",1,0,0,0,0,0,0,0,FALSE,1.12219049313211,0.483264026606223
15,"2024-09-30","2024-09-30",1,0,0,0,0,0,0,0,FALSE,1.0707940923808,0.482642886674349
16,"2024-10-01","2024-10-01",1,1,1,1,1,1,11,0,TRUE,0.944747031718507,0.441817302978566
17,"2024-10-02","2024-10-02",1,0,0,0,0,0,0,0,FALSE,1.11053602856099,0.504990734842765
18,"2024-10-03","2024-10-03",1,1,1,1,1,1,14,0,TRUE,0.92764922018946,0.437075416212501
19,"2024-10-04","2024-10-04",1,1,1,1,1,1,6,0,TRUE,0.961108237723657,0.456621547797395
20,"2024-10-05","2024-10-05",1,1,1,1,1,1,20,0,TRUE,0.942796522341534,0.422621879118701
21,"2024-10-06","2024-10-06",1,0,0,0,0,0,0,0,FALSE,1.07439395928589,0.501687067861039
22,"2024-10-07","2024-10-07",1,0,0,0,0,0,0,0,FALSE,1.11252592750015,0.504448469218352
23,"2024-10-08","2024-10-08",1,1,1,1,1,1,6,0,TRUE,0.906903936753899,0.512725065962434
24,"2024-10-09","2024-10-09",1,1,1,1,1,1,7,0,TRUE,0.883743317904777,0.4845936691584
25,"2024-10-10","2024-10-10",1,0,0,0,0,0,0,0,FALSE,1.06322292829865,0.491252802192032
26,"2024-10-11","2024-10-11",1,1,1,1,1,1,4,0,TRUE,1.04978933495306,0.470260764117737
27,"2024-10-12","2024-10-12",1,1,1,1,1,1,12,0,TRUE,0.905611050639759,0.447112247828967
28,"2024-10-13","2024-10-13",1,1,1,1,1,1,8,0,TRUE,0.945192474305756,0.457175284538953
29,"2024-10-14","2024-10-14",1,0,0,0,0,0,0,0,FALSE,1.07198321934725,0.480755628238341
30,"2024-10-15","2024-10-15",1,1,1,1,1,1,13,0,TRUE,0.921136317148036,0.429943063486358
31,"2024-10-16","2024-10-16",1,1,1,1,1,1,15,0,TRUE,0.895876519300498,0.431198536710279
32,"2024-10-17","2024-10-17",1,1,1,1,1,1,20,0,TRUE,0.870389225989311,0.406201656647074
33,"2024-10-18","2024-10-18",1,1,1,1,1,1,22,0,TRUE,0.908760009509977,0.410824964389697
34,"2024-10-19","2024-10-19",1,1,1,1,1,1,18,0,TRUE,0.932518224950229,0.496180020775104
35,"2024-10-20","2024-10-20",1,0,0,0,0,0,0,0,FALSE,1.13838359981821,0.580466201234203
36,"2024-10-21","2024-10-21",1,1,1,1,1,1,15,1,TRUE,0.950588354842249,0.51825065300322
37,"2024-10-22","2024-10-22",1,1,1,1,1,1,8,0,TRUE,0.922299490948123,0.495471961840375
38,"2024-10-23","2024-10-23",1,1,1,1,1,1,4,0,TRUE,0.883868377178982,0.472756544762165
39,"2024-10-24","2024-10-24",1,1,1,1,1,1,7,0,TRUE,0.95739090855192,0.465032967980914
40,"2024-10-25","2024-10-25",1,1,1,1,1,1,1,0,TRUE,1.17046347381879,0.488038491008636
41,"2024-10-26","2024-10-26",1,1,1,1,1,1,12,0,TRUE,1.00655053566061,0.441937147901616
42,"2024-10-27","2024-10-27",1,1,1,1,1,1,5,0,TRUE,1.09043000131064,0.476432369492872
43,"2024-10-28","2024-10-28",1,0,0,0,0,0,0,0,FALSE,1.19293336534632,0.47854049806449
44,"2024-10-29","2024-10-29",1,0,0,0,0,0,0,0,FALSE,1.15233285268791,0.515986444970134
45,"2024-10-30","2024-10-30",1,1,1,1,1,1,3,0,TRUE,1.02476559883098,0.468911100307566
46,"2024-10-31","2024-10-31",1,1,1,1,1,1,2,0,TRUE,1.05907488090021,0.477337418420689
47,"2024-11-01","2024-11-01",1,1,1,1,1,1,12,0,TRUE,0.910821468037097,0.442722685194865
48,"2024-11-02","2024-11-02",1,1,1,1,1,1,30,0,TRUE,0.986382206889271,0.415577403784701
49,"2024-11-03","2024-11-03",1,0,0,0,0,0,0,0,FALSE,1.09811240306348,0.480658702553826
50,"2024-11-04","2024-11-04",1,0,0,0,0,0,0,0,FALSE,1.11953532910368,0.514182539409421
51,"2024-11-05","2024-11-05",1,1,1,1,1,1,3,0,TRUE,1.1600917170028,0.493556865218177
52,"2024-11-06","2024-11-06",1,1,1,1,1,1,6,0,TRUE,0.99839196859441,0.452149123191231
53,"2024-11-07","2024-11-07",1,1,1,1,1,1,5,0,TRUE,0.942380777299884,0.479969614893964
