"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.58950583885271,0.156166799851786,2.61100847186271,4.89367858642637,4615,1.0002
"mu_mu_C[1]",0.759599684403455,-2.26288729477719,1.04288687807526,2.5278788440827,3614,1.0006
"sigma_eps_E",0.808247664730761,0.521886875623917,0.796428193195866,1.17240242968653,2881,1.0002
"sigma_eps_C",0.205543063136755,0.00846411256719145,0.186558298887127,0.517880330743905,2114,1.002
"phi_E",0.834509603719755,0.644984185553253,0.845154354394598,0.962611479545253,3411,0.9999
"phi_C",0.0773266687401745,-0.729500009425068,0.0978773884436229,0.82973646968859,4081,1.0015
"sigma_r_E",0.785596714227169,0.670381119169664,0.783195378063304,0.916806884880438,8005,1.0002
"sigma_r_C",0.80373019713023,0.67852923757313,0.801577008640462,0.941198268572312,7647,0.9998
"r_E",1.652155262002,1.18971864730065,1.6302708714612,2.22513544783514,8092,1.0001
"r_C",1.5801367994633,1.12885396021524,1.55635797725247,2.17201532396821,7195,0.9999
"sigma_mu_E",1.18788138253836,0.028614478564082,0.725205901994242,5.31884822691843,7712,1.0008
"sigma_mu_C",1.37823525191034,0.0372434866989772,0.776627201687419,6.78684882099842,4465,1.0005
"sigma_IE",0.199106931315556,0.00531379912415912,0.138977460141314,0.743984457863886,14258,0.9999
"R_G",1.2849519439938,0.68018309295135,1.22955881052692,2.20461823907207,12742,0.9997
"R_G_boat",3.55227601197292,3.2356975044649,3.55010566900945,3.87993173805866,14228,0.9998
"B1",0.289467428335222,-0.00743240978882487,0.287420627540365,0.590539693469853,12580,0.9998
"B2",0.690845110195659,-0.00885356257369559,0.684815516248044,1.43654404711004,10994,1
"B1_C",-0.0535298673383234,-0.372331818169494,-0.0563032452494966,0.283151176371217,11842,0.9998
