"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",66320,46176,41413,53387
"Dungeness_Kept","Expected_Catch",55353,95005,77401,120758
"Dungeness_Kept","Predictive_Catch",NA,95004,77400,120804
