"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.517499842497015,0.26892809637155,52,52
"catch",0.443381180223285,0.985645933014354,0.50735524982713,0.294852583035665,627,627
