"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_mu_C",0.790012871519892,0.712994470105408,0.451073650798372,0.231127596134662,0.0138227858231498
"sigma_IE",0.135197376218135,0.079871581769751,-0.280399560038078,0.231127596134662,0.0138227858231498
"r_E",1.39660357610455,1.64875580636423,0.2591307618952,0.231127596134662,0.0138227858231498
"R_G_boat",2.8897147371202,2.97611328093831,0.213331444169556,0.231127596134662,0.0138227858231498
"r_C",0.863042995080899,0.792542518643556,-0.176124216962703,0.231127596134662,0.0138227858231498
"sigma_r_E",0.84618130326066,0.778798484940578,-0.170164295945613,0.231127596134662,0.0138227858231498
"sigma_mu_E",0.703736339243975,0.527415488358919,0.136770894562277,0.231127596134662,0.0138227858231498
"sigma_eps_E",1.10458168917995,1.11627938994334,-0.103485508168019,0.231127596134662,0.0138227858231498
"phi_E",0.116056377510935,0.315171424022541,0.0964453396169904,0.231127596134662,0.0138227858231498
"phi_C",0.079491419891997,0.0946093632135402,0.0776720672270085,0.231127596134662,0.0138227858231498
"R_G",1.25629184446363,1.29470904177906,-0.056204881907208,0.231127596134662,0.0138227858231498
"sigma_eps_C",0.456596307435131,0.44994774006963,0.0445304554683067,0.231127596134662,0.0138227858231498
"sigma_r_C",1.07642502905031,1.12362185779032,0.0203143754288571,0.231127596134662,0.0138227858231498
