"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","in_50","in_95"
"gear",1,"2024-12-01",76,77.897,0.5294,0,TRUE,TRUE
"gear",3,"2024-12-03",27,28.943,0.4907,0,TRUE,TRUE
"gear",4,"2024-12-04",30,28.913,0.5974,0,TRUE,TRUE
"gear",5,"2024-12-05",20,22.996,0.4175,1e-05,TRUE,TRUE
"gear",6,"2024-12-06",25,22.448,0.6602,0,TRUE,TRUE
"gear",7,"2024-12-07",31,39.49,0.3237,0,TRUE,TRUE
"gear",10,"2024-12-10",23,23.67,0.5303,1e-05,TRUE,TRUE
"gear",11,"2024-12-11",20,23.67,0.3971,0,TRUE,TRUE
"gear",12,"2024-12-12",39,33.708,0.7051,0,TRUE,TRUE
"gear",13,"2024-12-13",22,23.514,0.4945,0,TRUE,TRUE
"gear",14,"2024-12-14",37,42.166,0.4206,0,TRUE,TRUE
"gear",15,"2024-12-15",33,38.866,0.3969,0,TRUE,TRUE
"gear",18,"2024-12-18",32,30.061,0.622,0,TRUE,TRUE
"gear",20,"2024-12-20",22,20.295,0.6331,2e-05,TRUE,TRUE
"gear",21,"2024-12-21",20,27.491,0.2747,0,TRUE,TRUE
"gear",22,"2024-12-22",19,28.175,0.2192,0,FALSE,TRUE
"gear",23,"2024-12-23",29,25.309,0.689,0,TRUE,TRUE
"gear",24,"2024-12-24",31,30.615,0.5727,0,TRUE,TRUE
"gear",26,"2024-12-26",33,35.506,0.4813,0,TRUE,TRUE
"gear",27,"2024-12-27",50,43.442,0.7043,0,TRUE,TRUE
"gear",28,"2024-12-28",58,69.08,0.3753,0,TRUE,TRUE
"gear",31,"2024-12-31",96,92.261,0.6032,0,TRUE,TRUE
"gear",32,"2025-01-01",55,66.422,0.3599,0,TRUE,TRUE
"gear",33,"2025-01-02",28,30.256,0.4802,0,TRUE,TRUE
"gear",34,"2025-01-03",55,43.467,0.792,0,FALSE,TRUE
"gear",35,"2025-01-04",39,52.053,0.2765,0,TRUE,TRUE
"gear",38,"2025-01-07",19,22.438,0.4052,1e-05,TRUE,TRUE
"gear",39,"2025-01-08",29,29.295,0.5467,0,TRUE,TRUE
"gear",40,"2025-01-09",35,34.91,0.5608,0,TRUE,TRUE
"gear",41,"2025-01-10",34,37.626,0.4536,0,TRUE,TRUE
"gear",42,"2025-01-11",149,136.738,0.6557,0,TRUE,TRUE
"gear",45,"2025-01-14",50,46.884,0.6275,0,TRUE,TRUE
"gear",47,"2025-01-16",16,23.609,0.2357,1e-05,FALSE,TRUE
"gear",48,"2025-01-17",47,39.444,0.7384,0,TRUE,TRUE
"gear",49,"2025-01-18",62,68.357,0.4489,0,TRUE,TRUE
"gear",52,"2025-01-21",16,16.119,0.5535,9e-05,TRUE,TRUE
"gear",53,"2025-01-22",8,10.519,0.3347,0.00075,TRUE,TRUE
"gear",54,"2025-01-23",16,14.882,0.6216,0.00016,TRUE,TRUE
"gear",55,"2025-01-24",9,14.15,0.2215,2e-04,FALSE,TRUE
"gear",56,"2025-01-25",68,63.027,0.6431,0,TRUE,TRUE
"gear",60,"2025-01-29",32,30.737,0.5996,0,TRUE,TRUE
"gear",61,"2025-01-30",24,24.442,0.5388,0,TRUE,TRUE
"gear",62,"2025-01-31",14,18.078,0.3347,4e-05,TRUE,TRUE
"gear",63,"2025-02-01",48,48.673,0.5418,0,TRUE,TRUE
"gear",67,"2025-02-05",2,6.507,0.0882,0.0121,FALSE,TRUE
"gear",68,"2025-02-06",4,7.558,0.1935,0.00567,FALSE,TRUE
"gear",69,"2025-02-07",13,13.817,0.5075,0.00024,TRUE,TRUE
"gear",70,"2025-02-08",65,60.981,0.6304,0,TRUE,TRUE
"gear",73,"2025-02-11",20,20.01,0.561,2e-05,TRUE,TRUE
"gear",74,"2025-02-12",11,15.481,0.2888,0.00014,TRUE,TRUE
"gear",76,"2025-02-14",23,23.642,0.5327,0,TRUE,TRUE
"gear",77,"2025-02-15",65,65.179,0.5585,0,TRUE,TRUE
"gear",81,"2025-02-19",12,17.114,0.2778,9e-05,TRUE,TRUE
"gear",82,"2025-02-20",30,25.518,0.7134,0,TRUE,TRUE
"gear",83,"2025-02-21",18,19.207,0.4979,3e-05,TRUE,TRUE
"gear",84,"2025-02-22",28,34.977,0.3387,0,TRUE,TRUE
"gear",87,"2025-02-25",11,16.514,0.2448,9e-05,FALSE,TRUE
"gear",88,"2025-02-26",32,28.798,0.6619,0,TRUE,TRUE
"gear",89,"2025-02-27",32,31.632,0.5682,0,TRUE,TRUE
"gear",90,"2025-02-28",16,29.449,0.0973,0,FALSE,TRUE
"gear",91,"2025-03-01",105,92.041,0.7042,0,TRUE,TRUE
"gear",94,"2025-03-04",1,5.781,0.0324,0.01163,FALSE,TRUE
"gear",94,"2025-03-04",3,5.781,0.1925,0.01163,FALSE,TRUE
"gear",94,"2025-03-04",9,5.781,0.8497,0.01163,FALSE,TRUE
"gear",95,"2025-03-05",0,5.252,0.0082,0.01646,FALSE,FALSE
"gear",95,"2025-03-05",7,5.252,0.7519,0.01646,FALSE,TRUE
"gear",95,"2025-03-05",1,5.252,0.0439,0.01646,FALSE,TRUE
"gear",96,"2025-03-06",17,20.456,0.3526,0,TRUE,TRUE
"gear",96,"2025-03-06",35,20.456,0.9587,0,FALSE,TRUE
"gear",96,"2025-03-06",20,20.456,0.5198,0,TRUE,TRUE
"gear",97,"2025-03-07",13,12.76,0.5654,0.00017,TRUE,TRUE
"gear",97,"2025-03-07",9,12.76,0.2554,0.00017,TRUE,TRUE
"gear",97,"2025-03-07",9,12.76,0.2554,0.00017,TRUE,TRUE
"gear",98,"2025-03-08",58,58.118,0.5406,0,TRUE,TRUE
"gear",98,"2025-03-08",54,58.118,0.4485,0,TRUE,TRUE
"gear",98,"2025-03-08",69,58.118,0.7533,0,FALSE,TRUE
"gear",101,"2025-03-11",18,15.523,0.6937,4e-05,TRUE,TRUE
"gear",101,"2025-03-11",13,15.523,0.3765,4e-05,TRUE,TRUE
"gear",101,"2025-03-11",12,15.523,0.3085,4e-05,TRUE,TRUE
"gear",102,"2025-03-12",13,17.502,0.2657,2e-05,TRUE,TRUE
"gear",102,"2025-03-12",17,17.502,0.5154,2e-05,TRUE,TRUE
"gear",102,"2025-03-12",22,17.502,0.773,2e-05,FALSE,TRUE
"gear",104,"2025-03-14",13,19.705,0.1749,1e-05,FALSE,TRUE
"gear",104,"2025-03-14",18,19.705,0.4466,1e-05,TRUE,TRUE
"gear",104,"2025-03-14",33,19.705,0.9523,1e-05,FALSE,TRUE
"gear",105,"2025-03-15",6,20.186,0.0081,1e-05,FALSE,FALSE
"gear",105,"2025-03-15",14,20.186,0.2135,1e-05,FALSE,TRUE
"gear",105,"2025-03-15",29,20.186,0.8758,1e-05,FALSE,TRUE
"gear",108,"2025-03-18",10,15.197,0.1972,5e-05,FALSE,TRUE
"gear",108,"2025-03-18",15,15.197,0.5321,5e-05,TRUE,TRUE
"gear",108,"2025-03-18",20,15.197,0.8023,5e-05,FALSE,TRUE
"gear",109,"2025-03-19",15,13.68,0.6358,1e-04,TRUE,TRUE
"gear",109,"2025-03-19",13,13.68,0.4957,1e-04,TRUE,TRUE
"gear",109,"2025-03-19",16,13.68,0.6971,1e-04,TRUE,TRUE
"gear",110,"2025-03-20",4,5.729,0.3213,0.0116,TRUE,TRUE
"gear",110,"2025-03-20",4,5.729,0.3213,0.0116,TRUE,TRUE
"gear",110,"2025-03-20",1,5.729,0.0325,0.0116,FALSE,TRUE
"gear",111,"2025-03-21",14,11.043,0.7578,0.00042,FALSE,TRUE
"gear",111,"2025-03-21",8,11.043,0.2823,0.00042,TRUE,TRUE
"gear",111,"2025-03-21",9,11.043,0.3688,0.00042,TRUE,TRUE
"gear",112,"2025-03-22",56,58.735,0.4805,0,TRUE,TRUE
"gear",112,"2025-03-22",63,58.735,0.6327,0,TRUE,TRUE
"gear",112,"2025-03-22",65,58.735,0.6716,0,TRUE,TRUE
"gear",115,"2025-03-25",40,24.908,0.9423,0,FALSE,TRUE
"gear",115,"2025-03-25",22,24.908,0.4075,0,TRUE,TRUE
"gear",115,"2025-03-25",13,24.908,0.0649,0,FALSE,TRUE
"gear",117,"2025-03-27",18,17.923,0.5523,1e-05,TRUE,TRUE
"gear",117,"2025-03-27",13,17.923,0.2516,1e-05,TRUE,TRUE
"gear",117,"2025-03-27",17,17.923,0.4932,1e-05,TRUE,TRUE
"gear",118,"2025-03-28",17,27.993,0.1128,0,FALSE,TRUE
"gear",118,"2025-03-28",33,27.993,0.7275,0,TRUE,TRUE
"gear",118,"2025-03-28",31,27.993,0.6608,0,TRUE,TRUE
"gear",119,"2025-03-29",91,128.859,0.1457,0,FALSE,TRUE
"gear",119,"2025-03-29",151,128.859,0.7506,0,FALSE,TRUE
"gear",119,"2025-03-29",161,128.859,0.8189,0,FALSE,TRUE
"gear",122,"2025-04-01",54,57.408,0.4642,0,TRUE,TRUE
"gear",122,"2025-04-01",62,57.408,0.6426,0,TRUE,TRUE
"gear",122,"2025-04-01",68,57.408,0.7516,0,FALSE,TRUE
"gear",123,"2025-04-02",9,25.394,0.0111,0,FALSE,FALSE
"gear",123,"2025-04-02",18,25.394,0.2097,0,FALSE,TRUE
"gear",123,"2025-04-02",39,25.394,0.9234,0,FALSE,TRUE
"gear",124,"2025-04-03",36,34.837,0.5841,0,TRUE,TRUE
"gear",124,"2025-04-03",37,34.837,0.6168,0,TRUE,TRUE
"gear",124,"2025-04-03",31,34.837,0.4063,0,TRUE,TRUE
"gear",125,"2025-04-04",56,41.904,0.855,0,FALSE,TRUE
"gear",125,"2025-04-04",42,41.904,0.5471,0,TRUE,TRUE
"gear",125,"2025-04-04",29,41.904,0.1651,0,FALSE,TRUE
"gear",126,"2025-04-05",104,96.27,0.6475,0,TRUE,TRUE
"gear",126,"2025-04-05",91,96.27,0.4671,0,TRUE,TRUE
"gear",126,"2025-04-05",91,96.27,0.4671,0,TRUE,TRUE
"gear",131,"2025-04-10",27,31.872,0.3583,0,TRUE,TRUE
"gear",131,"2025-04-10",38,31.872,0.7438,0,TRUE,TRUE
"gear",131,"2025-04-10",27,31.872,0.3583,0,TRUE,TRUE
"gear",132,"2025-04-11",37,42.713,0.3712,0,TRUE,TRUE
"gear",132,"2025-04-11",58,42.713,0.867,0,FALSE,TRUE
"gear",132,"2025-04-11",36,42.713,0.3409,0,TRUE,TRUE
"gear",136,"2025-04-15",24,28.182,0.3673,0,TRUE,TRUE
"gear",136,"2025-04-15",35,28.182,0.7779,0,FALSE,TRUE
"gear",136,"2025-04-15",23,28.182,0.3247,0,TRUE,TRUE
"gear",140,"2025-04-19",196,171.31,0.713,0,TRUE,TRUE
"gear",144,"2025-04-23",20,17.805,0.667,2e-05,TRUE,TRUE
"gear",144,"2025-04-23",12,17.805,0.2028,2e-05,FALSE,TRUE
