"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","in_50","in_95"
"gear",2,"2024-09-17",30,30.833,0.5569,0.00044,TRUE,TRUE
"gear",3,"2024-09-18",29,30.833,0.5331,0.00044,TRUE,TRUE
"gear",4,"2024-09-19",55,30.833,0.9071,0.00044,FALSE,TRUE
"gear",5,"2024-09-20",29,30.833,0.5331,0.00044,TRUE,TRUE
"gear",6,"2024-09-21",48,62.996,0.3931,7e-05,TRUE,TRUE
"gear",9,"2024-09-24",50,30.833,0.8697,0.00044,FALSE,TRUE
"gear",10,"2024-09-25",13,30.833,0.1278,0.00044,FALSE,TRUE
"gear",12,"2024-09-27",34,30.833,0.6443,0.00044,TRUE,TRUE
"gear",13,"2024-09-28",79,62.996,0.7338,7e-05,TRUE,TRUE
"gear",16,"2024-10-01",30,29.561,0.585,0.00048,TRUE,TRUE
"gear",18,"2024-10-03",45,29.561,0.8402,0.00048,FALSE,TRUE
"gear",19,"2024-10-04",29,29.561,0.5612,0.00048,TRUE,TRUE
"gear",20,"2024-10-05",72,60.333,0.701,8e-05,TRUE,TRUE
"gear",23,"2024-10-08",30,29.561,0.585,0.00048,TRUE,TRUE
"gear",24,"2024-10-09",29,29.561,0.5612,0.00048,TRUE,TRUE
"gear",26,"2024-10-11",14,29.561,0.1622,0.00048,FALSE,TRUE
"gear",27,"2024-10-12",62,60.333,0.5974,8e-05,TRUE,TRUE
"gear",28,"2024-10-13",64,60.333,0.6199,8e-05,TRUE,TRUE
"gear",30,"2024-10-15",27,27.688,0.556,0.00056,TRUE,TRUE
"gear",31,"2024-10-16",37,27.688,0.7685,0.00056,FALSE,TRUE
"gear",32,"2024-10-17",43,27.688,0.8503,0.00056,FALSE,TRUE
"gear",33,"2024-10-18",39,27.688,0.7992,0.00056,FALSE,TRUE
"gear",34,"2024-10-19",62,56.649,0.6422,9e-05,TRUE,TRUE
"gear",36,"2024-10-21",29,27.688,0.6064,0.00056,TRUE,TRUE
"gear",37,"2024-10-22",25,27.688,0.5021,0.00056,TRUE,TRUE
"gear",38,"2024-10-23",35,27.688,0.734,0.00056,TRUE,TRUE
"gear",39,"2024-10-24",24,27.688,0.4741,0.00056,TRUE,TRUE
"gear",40,"2024-10-25",10,27.688,0.0912,0.00056,FALSE,TRUE
"gear",41,"2024-10-26",36,56.649,0.2849,9e-05,TRUE,TRUE
"gear",42,"2024-10-27",18,56.649,0.0633,9e-05,FALSE,TRUE
"gear",45,"2024-10-30",18,25.783,0.3418,0.00069,TRUE,TRUE
"gear",46,"2024-10-31",12,25.783,0.1606,0.00069,FALSE,TRUE
"gear",47,"2024-11-01",33,25.783,0.7411,0.00069,TRUE,TRUE
"gear",48,"2024-11-02",79,52.775,0.8329,0.00011,FALSE,TRUE
"gear",51,"2024-11-05",8,25.783,0.0685,0.00069,FALSE,TRUE
"gear",52,"2024-11-06",17,25.783,0.3101,0.00069,TRUE,TRUE
"gear",53,"2024-11-07",25,25.783,0.5545,0.00069,TRUE,TRUE
"gear",54,"2024-11-08",36,25.783,0.7927,0.00069,FALSE,TRUE
"gear",55,"2024-11-09",22,52.775,0.1225,0.00011,FALSE,TRUE
"gear",59,"2024-11-13",25,25.184,0.5719,0.00074,TRUE,TRUE
"gear",60,"2024-11-14",43,25.184,0.8881,0.00074,FALSE,TRUE
"gear",61,"2024-11-15",46,25.184,0.9124,0.00074,FALSE,TRUE
"gear",62,"2024-11-16",57,51.488,0.6517,0.00011,TRUE,TRUE
"gear",65,"2024-11-19",13,25.184,0.1991,0.00074,FALSE,TRUE
"gear",66,"2024-11-20",0,25.184,4e-04,0.00074,FALSE,FALSE
"gear",67,"2024-11-21",15,25.184,0.2607,0.00074,TRUE,TRUE
"gear",68,"2024-11-22",6,25.184,0.0394,0.00074,FALSE,TRUE
"gear",69,"2024-11-23",23,51.488,0.1429,0.00011,FALSE,TRUE
"gear",72,"2024-11-26",26,31.49,0.4517,0.00045,TRUE,TRUE
"gear",73,"2024-11-27",33,31.49,0.6137,0.00045,TRUE,TRUE
"gear",75,"2024-11-29",51,64.333,0.5122,0.00019,TRUE,TRUE
"gear",76,"2024-11-30",123,64.154,0.9285,7e-05,FALSE,TRUE
"catch",2,"2024-09-17",3,5.294,0.3852,0.09355,TRUE,TRUE
"catch",2,"2024-09-17",27,14.558,0.8635,0.02321,FALSE,TRUE
"catch",2,"2024-09-17",0,2.647,0.1032,0.20649,FALSE,TRUE
"catch",2,"2024-09-17",1,2.647,0.3114,0.20649,TRUE,TRUE
"catch",3,"2024-09-18",0,2.647,0.1032,0.20649,FALSE,TRUE
"catch",3,"2024-09-18",3,2.647,0.6515,0.20649,TRUE,TRUE
"catch",3,"2024-09-18",0,2.647,0.1032,0.20649,FALSE,TRUE
"catch",3,"2024-09-18",12,5.294,0.9088,0.09355,FALSE,TRUE
"catch",4,"2024-09-19",0,2.647,0.1032,0.20649,FALSE,TRUE
"catch",4,"2024-09-19",5,2.647,0.8389,0.20649,FALSE,TRUE
"catch",4,"2024-09-19",0,2.647,0.1032,0.20649,FALSE,TRUE
"catch",5,"2024-09-20",11,13.235,0.5207,0.02669,TRUE,TRUE
"catch",5,"2024-09-20",2,2.647,0.5019,0.20649,TRUE,TRUE
"catch",5,"2024-09-20",1,2.647,0.3114,0.20649,TRUE,TRUE
"catch",5,"2024-09-20",6,3.97,0.771,0.13259,FALSE,TRUE
"catch",5,"2024-09-20",0,3.97,0.0663,0.13259,FALSE,TRUE
"catch",5,"2024-09-20",6,3.97,0.771,0.13259,FALSE,TRUE
"catch",5,"2024-09-20",0,2.647,0.1032,0.20649,FALSE,TRUE
