"stratum","label","walk_prev","walk_gap","contact_days","contacts","contacts_crabbing","typed_days","typed_crabbing","typed_combo","osp_days","osp_total","osp_crab_only","f_median","f_lo95","f_hi95","f_n_eff","f_Rhat"
1,"all",0,1,0,0,0,0,0,0,0,0,0,0.291299764075262,0.125117594984172,0.514120758255269,22198,0.9998
