"fit","n_obs","h_min","h_median","h_max","cpue_ratio_of_sums","cpue_model_implied","cpue_mean_of_ratios","model_position_0rs_1mor","estimator_drift_flag","effort_unit","implied_catch_per_day"
"private_boat_ring_net_only_Dungeness_Kept",18,1,3,5,2.11538461538462,2.39103342726575,2.22037037037037,2.62558298426805,TRUE,"gear-deployments",16.9751026559288
