"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",44,-87.0227420637034,7.05742531387547,3.81583364765127,0,-83.21
"catch",18,-54.6246051717388,4.32795307225984,3.07314313378632,0,-51.55
