"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-558.68106179141,24.1926028552924,8.39106683260198,0,-550.29
"catch",130,-446.981310647439,9.92670879193782,9.79023034399621,1,-437.19
