"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.565916398713826,0.958199356913183,0.507517252283475,0.26998145797309,311,311
"catch",0.454875832828589,0.979406420351302,0.49707865259142,0.275739884925943,1651,1651
