"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.316), 0.300)",1.37698065790888,0.422565467041456,1.32255454442165,0.0309529434898869,1.32274671579186,1.26307087788857,1.3842405678722,0.927,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0956573230809095,0.419860747967048,0.114250698763764,-0.714980929352743,0.833326956627952,0.061,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.16214801718749,0.440130642633144,-0.199801015301147,-0.866538684647937,0.724479504944493,0.016,TRUE
"B1","normal(0, 1.0)",0,1,0.70669739149123,0.170425582322962,0.704911828554251,0.371746246347901,1.05200708999424,0.83,FALSE
"B2","normal(0, 1.0)",0,1,-0.0904516238529597,0.511581655883971,-0.105934209659927,-1.03027565159817,0.994810844764157,0.488,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.11640793228984,0.920402893313957,3.07077370737176,1.27135176089899,5.29527322040197,0.54,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.167443954578393,1.00135201019582,0.35191318692257,-2.3230913036107,1.98846846750663,0.499,TRUE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.18841791130188,0.160813253072212,0.150287689234231,0.00734309544402138,0.579375058031779,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.126826880425976,0.0920941855962912,0.107104394124187,0.0127000117802435,0.359214807966782,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.50978411405961,0.0615996010129423,0.505389825162119,0.401104339858879,0.64199754963224,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.59742229060738,0.0449669171745251,0.596630819912794,0.513341845450684,0.689689776002697,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.189755697307,1.85473353222659,0.682783664003432,0.037354086628248,5.4518276856521,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.17176159644121,1.4293450032527,0.708778771450065,0.0270199969566968,5.21759195185161,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.168461330913087,0.0749556198365281,-0.168377202788543,-0.31480675775822,-0.0208477407732586,0.925,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.54165011294932,2.43169992081415,4.00351963783018,1.48353217663987,10.6580249644339,-0.007,TRUE
