"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-223.677239944399,6.24165800677174,5.84467853547384,0,-217.83
"catch",628,-1439.34535799742,21.8520775358987,8.09736128498858,0,-1431.25
