"fit","p_loo_frac","p_loo_worst_stream","n_pareto_bad","pit_worst_bias","pit_worst_stream","cov50_worst_dev","cov50_worst_stream","cov50_source","pit_sd_worst_dev","disp_neff_min","disp_neff_min_par","disp_scale_min","disp_scale_min_par","flag_overparameterised","flag_loo_unreliable","flag_pit_bias","flag_miscalibrated","flag_dispersion_neff","source","method_selected"
"shore_ring_net_only_Dungeness_Kept",0.1124,"gear",0,0.0186,"gear",0.0769,"gear","byobs (randomized PIT)",0.0212,7139,"sigma_r_C",0.5054,"sigma_r_E",FALSE,FALSE,FALSE,FALSE,FALSE,"live","BSS"
"shore_all_gear_Dungeness_Kept",0.0943,"gear",1,0.0075,"gear",0.0691,"gear","byobs (randomized PIT)",0.0187,9104,"sigma_r_C",0.431,"sigma_r_E",FALSE,TRUE,FALSE,FALSE,FALSE,"live","BSS"
"private_boat_ring_net_only_Dungeness_Kept",0.1707,"catch",0,0.0316,"catch",0.0682,"trailer","byobs (randomized PIT)",0.0368,4962,"r_E",0.6677,"sigma_r_OSP",FALSE,FALSE,FALSE,FALSE,FALSE,"live","BSS"
"private_boat_all_gear_Dungeness_Kept",0.0753,"catch",1,0.012,"catch",0.0769,"catch","byobs (randomized PIT)",0.0207,11029,"r_C",0.7964,"sigma_r_C",FALSE,TRUE,FALSE,FALSE,FALSE,"live","BSS"
