"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,166406,147349,199146
"Dungeness_Kept","Expected_Catch",100846,100355,78099,136966
"Dungeness_Kept","Predictive_Catch",NA,100309,78079,137023
