"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.717948717948718,0.98974358974359,0.490705128205128,0.258552235742773,195,195
"catch",0.56551724137931,0.986206896551724,0.510465517241379,0.285533619014301,145,145
