"obs","k_baseline","k_covariates"
1,0.503448709099777,0.492667023444876
2,0.780197414398284,0.475906995495016
3,0.513237146451533,0.524824018412679
4,1.30025279624635,0.480604510305524
5,0.942279075344992,0.511715016719441
6,0.728303147097858,0.547637682253745
7,0.668096511774397,0.672707296915154
8,1.21462466104168,0.552560343826305
9,0.505543885145524,0.538666297058228
10,1.03745447643689,0.759538652982891
11,0.563857269791651,0.585426817687279
12,1.29965088725491,0.501289878549329
13,0.883878503739846,0.662986626909576
14,0.660090224482544,0.760033308518987
15,1.0271611299685,0.582832488146048
16,0.573905428467814,0.463534852123429
17,1.43851008885218,0.562570008240631
18,0.546137294272018,0.649786403182186
19,1.12190964367218,0.616073148515608
20,0.600740054996819,0.531820833771635
21,0.417272821090543,0.657480814044604
22,0.782440027184249,0.507471476025255
23,0.601200781333039,0.493759954567182
24,0.653892282578776,0.555793381847986
25,0.806010061915148,0.70686979091604
26,0.697701550195073,0.513164364468729
27,0.866540901379773,0.664953433604131
28,0.515694939476507,0.451484177831207
29,0.581026377756898,0.663074973034276
30,0.42627544864533,0.576483584275248
31,0.749965728205179,0.43273295691568
32,0.48199279766071,0.496194703699722
33,0.874930167401835,0.645050076489693
34,0.805058459227956,0.516267839461114
35,0.476636540980074,0.532731412742368
36,0.451493623073609,0.550209733363326
37,0.747973820887475,0.757338740299444
38,0.37337764568222,0.636431744414257
39,0.391322851403662,0.63335567842237
40,1.01206522700359,0.561826371758915
41,-0.00115289862152183,0.480386416688324
42,1.19614444289378,0.51357047000425
43,1.01042416486296,0.609778891943025
44,0.322506033733604,0.486677252698156
45,0.523368787226369,0.585170783806006
46,0.478164120446912,0.772869987853821
47,0.411163507875253,0.521058526442639
48,0.319230002442757,0.510149580168704
49,1.2580985277614,0.473268094562703
50,0.70168144085518,0.480427271287712
51,0.604309342922046,0.900920967007417
52,0.529536614946012,0.655510196417753
53,-0.042289248649994,0.217842279922408
54,-0.0447573681895575,0.17959605798608
55,-0.0636413678386293,0.174179624656577
56,-0.0674836240162415,0.163240630915484
57,-0.0427134088090135,0.15481102651785
58,0.396467422111477,0.411562816923458
59,0.269539392627721,0.295114400428738
60,-0.0554921612329524,0.17727698420849
61,0.355343820649296,0.323348047339489
62,-0.0327091487968629,0.227939939971982
63,-0.00387704797217891,0.0643567837086534
64,-0.0288925922836506,0.108030901494107
65,-0.0147149271187136,0.0700077772758373
66,0.00688566924189256,0.00292393923683741
67,0.0222697054414231,0.0589947790079818
68,-0.0126325092553219,0.0990205241687287
69,0.00210077822942006,-0.0462009807196676
70,0.00237236744281465,0.111887312745041
71,-0.00387704797217891,0.0643567837086534
72,0.0222697054414231,0.0589947790079818
73,0.0693038285961594,0.02156053253207
74,0.0769444840527066,0.0206787961699279
75,0.167708571339179,0.1195722548187
76,0.136596906901404,-0.023743451797228
77,0.140152408630423,-0.059771582324377
78,0.058045599568803,0.132827725428361
79,0.143561239568833,0.0116716986657341
80,0.247909053713035,-0.00448146007156109
81,0.0524829431536654,0.134622189985858
82,0.129456897512464,0.0176921893885699
83,0.13056890536418,-0.0700546293176693
84,0.0524829431536654,0.134622189985858
85,0.313371417847055,-0.00779352884551765
86,0.212076281127165,0.113695997763164
87,0.134670025437031,0.0729043584355041
88,0.0319325039481024,0.0795572230352605
89,0.12800448264654,0.139990303151954
90,0.300390256754072,0.329980797742972
91,0.135829210292759,0.00673285954272313
92,0.262440882018782,0.179956831040658
93,0.0323521060785945,0.0708737271915353
94,0.0740368243724433,0.0623816358213074
95,-0.005890290685799,0.0100154533388932
96,0.11888908213078,0.121597626293571
